,loss,mae,rmse,class_0_rmse,class_1_rmse,class_2_rmse,class_3_rmse,class_4_rmse,class_5_rmse,val_loss,val_mae,val_rmse,val_class_0_rmse,val_class_1_rmse,val_class_2_rmse,val_class_3_rmse,val_class_4_rmse,val_class_5_rmse
0,1.1730154719352721,0.8037139177322388,1.0683956146240234,0.8129659295082092,0.7946555614471436,1.1073988676071167,1.0369055271148682,0.3544337749481201,1.3334425687789917,0.3799053271268976,0.46941590309143066,0.6036489605903625,0.619994044303894,0.6005279421806335,0.0,0.0,0.0,0.0
1,0.8003208277225494,0.6744205951690674,0.8853734135627747,0.7253198027610779,0.6959660649299622,1.0035380125045776,0.9715088605880737,0.2834759056568146,1.0317692756652832,0.4767691472481037,0.5203168392181396,0.669710099697113,0.6960890293121338,0.6915929317474365,0.0,0.0,0.0,0.0
2,0.6487028110027313,0.612123429775238,0.7970539331436157,0.6551205515861511,0.656424880027771,0.9175946712493896,0.7680628299713135,0.22190479934215546,0.9857869744300842,0.30208944349453365,0.4490930736064911,0.5422829389572144,0.5698928833007812,0.5393001437187195,0.0,0.0,0.0,0.0
3,0.5310784316062928,0.5539590120315552,0.7203542590141296,0.604823887348175,0.6107887625694275,0.8518676161766052,0.756482720375061,0.19113895297050476,0.7297580242156982,0.23698198589785346,0.37163954973220825,0.48241883516311646,0.5086092352867126,0.5008339285850525,0.0,0.0,0.0,0.0
4,0.4518741790056229,0.5174806118011475,0.6650134921073914,0.5557261109352112,0.5767487287521362,0.8144718408584595,0.6688071489334106,0.17763473093509674,0.7035747766494751,0.3292746841907501,0.45828866958618164,0.5655584931373596,0.6026833653450012,0.5972292423248291,0.0,0.0,0.0,0.0
5,0.4165844728946686,0.4921032786369324,0.6385295391082764,0.5270459651947021,0.5485642552375793,0.7552214860916138,0.5762502551078796,0.17679549753665924,0.6440243721008301,0.460896500739558,0.5261223912239075,0.664117157459259,0.6979512572288513,0.7391974329948425,0.0,0.0,0.0,0.0
6,0.39630904138088224,0.4850820004940033,0.6228110194206238,0.5300349593162537,0.5498307943344116,0.7451963424682617,0.6023467183113098,0.16076548397541046,0.6400406956672668,0.360992065791426,0.43769505620002747,0.5861666202545166,0.6115738153457642,0.6226871609687805,0.0,0.0,0.0,0.0
7,0.36402541530132293,0.4600179195404053,0.597126305103302,0.4612663984298706,0.4928945004940033,0.6701866388320923,0.5738770961761475,0.16732147336006165,0.5799184441566467,0.2936594383469943,0.3859415352344513,0.5317308306694031,0.5545234084129333,0.5365987420082092,0.0,0.0,0.0,0.0
8,0.3374793583154678,0.43793755769729614,0.5742344260215759,0.4406026005744934,0.46453890204429626,0.6325190663337708,0.5663206577301025,0.15436504781246185,0.5275493264198303,0.21523930235155697,0.32947149872779846,0.4604002833366394,0.4775846004486084,0.47425153851509094,0.0,0.0,0.0,0.0
9,0.3031364089846611,0.4110536575317383,0.5445308089256287,0.4425630271434784,0.47628235816955566,0.6263861060142517,0.4629395604133606,0.17200587689876556,0.5440117716789246,0.27641660283351766,0.3864785432815552,0.5163007974624634,0.5390567779541016,0.537443995475769,0.0,0.0,0.0,0.0
10,0.28476499605178834,0.39606767892837524,0.527293860912323,0.4265439212322235,0.46663326025009155,0.5879796147346497,0.46725133061408997,0.1344626545906067,0.5170576572418213,0.2976795332185153,0.39532575011253357,0.5386987924575806,0.5612489581108093,0.5741284489631653,0.0,0.0,0.0,0.0
11,0.28419606041908263,0.3948303163051605,0.5262578725814819,0.4484259784221649,0.47945737838745117,0.6076434850692749,0.4770541191101074,0.1354740709066391,0.4972556233406067,0.28263645747612265,0.3688409924507141,0.5223816633224487,0.540301501750946,0.5227120518684387,0.0,0.0,0.0,0.0
12,0.25071756875514983,0.36782583594322205,0.4939027428627014,0.37617117166519165,0.41734224557876587,0.5186008214950562,0.4323855936527252,0.1459180861711502,0.41353946924209595,0.22069465600211044,0.3110169768333435,0.46570369601249695,0.4838540554046631,0.4814719557762146,0.0,0.0,0.0,0.0
