,loss,mae,rmse,class_0_rmse,class_1_rmse,class_2_rmse,class_3_rmse,class_4_rmse,val_loss,val_mae,val_rmse,val_class_0_rmse,val_class_1_rmse,val_class_2_rmse,val_class_3_rmse,val_class_4_rmse
0,2.47050279712677,1.2523572444915771,1.5551419258117676,1.2234082221984863,0.40208888053894043,1.2834457159042358,1.6562310457229614,2.0857596397399902,0.7459650056229697,0.6612715721130371,0.8339095115661621,0.6055973768234253,0.040484800934791565,0.8106253147125244,1.0578031539916992,1.0159062147140503
1,1.5568179802894593,0.9897329211235046,1.2406091690063477,1.0458130836486816,0.3809632956981659,1.0720436573028564,1.2764334678649902,1.5782051086425781,0.8298891269498401,0.7019326686859131,0.8954546451568604,0.7477270364761353,0.06630085408687592,0.7260860204696655,0.9237215518951416,0.8646552562713623
2,1.256792558670044,0.8622125387191772,1.1143767833709717,0.9208184480667114,0.34946608543395996,0.954704225063324,1.131990909576416,1.406473159790039,0.716525576180882,0.6042925715446472,0.8330029845237732,0.7206194996833801,0.11873815953731537,0.6767711043357849,0.8021397590637207,0.7622427940368652
3,1.0228252592086793,0.7681825757026672,1.0054045915603638,0.9038277864456177,0.29272687435150146,0.9167554974555969,1.0272797346115112,1.296035885810852,0.6580829007758034,0.5494728684425354,0.7961211204528809,0.7667816877365112,0.11407104879617691,0.692021906375885,0.758595883846283,0.6970356702804565
4,0.9302043278217316,0.7182387113571167,0.9593278765678406,0.8161010146141052,0.27359020709991455,0.8415282964706421,0.9795860052108765,1.205519199371338,0.5077702916330762,0.4447286128997803,0.6902833580970764,0.5065031051635742,0.07921421527862549,0.6828863620758057,0.7117560505867004,0.7587707042694092
5,0.8020972905158996,0.6579083204269409,0.8895936608314514,0.7462024688720703,0.34448450803756714,0.7687975168228149,0.8609592318534851,1.1182070970535278,0.5428211953904893,0.4554656445980072,0.7123214602470398,0.580737292766571,0.05234801396727562,0.6374619007110596,0.7987550497055054,0.7675944566726685
6,0.7522480025291443,0.628524124622345,0.8606913685798645,0.7356335520744324,0.2731117010116577,0.7520241141319275,0.8286231160163879,1.0733106136322021,0.5270693608456187,0.44239330291748047,0.6990212202072144,0.5455052256584167,0.06519673764705658,0.7060965895652771,0.7256265878677368,0.7814209461212158
7,0.6480974111557006,0.5754210948944092,0.7985514998435974,0.7000037431716919,0.2796512842178345,0.731884241104126,0.7884871363639832,0.9935629963874817,0.7955405844582452,0.6044579744338989,0.874162495136261,0.7905787229537964,0.07788700610399246,0.6048668026924133,0.6533930897712708,0.6046855449676514
8,0.6356862282752991,0.5579828023910522,0.7890992164611816,0.6044387221336365,0.20744091272354126,0.6316192746162415,0.7114784717559814,0.9091929793357849,0.579445550011264,0.47553181648254395,0.7397080659866333,0.6256507635116577,0.05788120999932289,0.6008236408233643,0.6948769688606262,0.7150753140449524
9,0.5564947071075439,0.5169193744659424,0.7401087284088135,0.6613556146621704,0.2657637596130371,0.6779854893684387,0.7603216767311096,0.9080376625061035,0.5065250313944287,0.39428427815437317,0.6787474155426025,0.4810822308063507,0.057410597801208496,0.6777843832969666,0.6829169988632202,0.7317953705787659
