,loss,mae,rmse,class_0_rmse,class_1_rmse,class_2_rmse,class_3_rmse,class_4_rmse,class_5_rmse,class_6_rmse,class_7_rmse,class_8_rmse,class_9_rmse,class_10_rmse,val_loss,val_mae,val_rmse,val_class_0_rmse,val_class_1_rmse,val_class_2_rmse,val_class_3_rmse,val_class_4_rmse,val_class_5_rmse,val_class_6_rmse,val_class_7_rmse,val_class_8_rmse,val_class_9_rmse,val_class_10_rmse
0,2.0716168594360354,0.9979288578033447,1.4071635007858276,1.0963671207427979,1.0089983940124512,1.3244534730911255,1.6005996465682983,2.0673630237579346,2.0686140060424805,0.5504822134971619,1.0873528718948364,0.0,1.219893217086792,0.6397916078567505,1.0888229823774762,0.7183550596237183,0.9579376578330994,0.6520544290542603,0.49287620186805725,0.6342116594314575,0.5642471313476562,0.4994191527366638,0.5884673595428467,0.18836398422718048,0.0,0.20100253820419312,0.0,0.29558444023132324
1,1.386816062450409,0.8551468849182129,1.1629122495651245,0.947163462638855,0.8275434374809265,1.0975027084350586,1.221278190612793,1.5578738451004028,1.3230680227279663,0.337110310792923,0.7365632653236389,0.0,0.5915848612785339,0.5383375287055969,1.0419138785865572,0.6640155911445618,0.9221333265304565,0.6212256550788879,0.4387299418449402,0.5626822710037231,0.5236746668815613,0.4012468755245209,0.5233138799667358,0.18479937314987183,0.0,0.23657462000846863,0.0,0.32341742515563965
2,1.1586926374435425,0.7772023677825928,1.0618722438812256,0.8502708673477173,0.7545139789581299,1.039557695388794,1.088099479675293,1.5263584852218628,1.2116467952728271,0.24511756002902985,0.6505376696586609,0.0,0.4810113310813904,0.5164939165115356,1.1462185614638858,0.6987638473510742,1.0093754529953003,0.6810259819030762,0.5945588946342468,0.6507608890533447,0.4554497003555298,0.3505796194076538,0.44425931572914124,0.15960581600666046,0.0,0.1462399959564209,0.0,0.2914293706417084
3,0.9893985650539399,0.7123517394065857,0.9821630120277405,0.796920120716095,0.7225303053855896,0.9949077367782593,1.0277588367462158,1.385800838470459,1.0605424642562866,0.24810506403446198,0.5214265584945679,0.0,0.437565416097641,0.4062730371952057,1.0421427968475554,0.6558777093887329,0.9445561170578003,0.6359359622001648,0.4923051595687866,0.7086747288703918,0.4786470830440521,0.31098297238349915,0.4108958840370178,0.14629855751991272,0.0,0.1495448648929596,0.0,0.2955933213233948
4,0.8362594814300537,0.656363308429718,0.9019661545753479,0.7275587320327759,0.6408073306083679,0.9373469948768616,0.9176883101463318,1.2328308820724487,0.9480202198028564,0.19099292159080505,0.4802882969379425,0.0,0.3609519898891449,0.32509666681289673,1.2218161523342133,0.7231395244598389,1.023468017578125,0.7007911801338196,0.4867005944252014,0.516086995601654,0.5033080577850342,0.3519752323627472,0.516929030418396,0.16230587661266327,0.0,0.28320369124412537,0.0,0.3338545858860016
5,0.7710377197265625,0.6237969994544983,0.8677920699119568,0.6727899312973022,0.6382547616958618,0.876366376876831,0.8210985660552979,1.1650155782699585,0.9075717926025391,0.1823265701532364,0.4588395655155182,0.0,0.37224358320236206,0.3267798125743866,1.0215163677930832,0.6058877110481262,0.9406098127365112,0.5963076949119568,0.5140975713729858,0.6856688857078552,0.5820451974868774,0.48899951577186584,0.5263455510139465,0.17628225684165955,0.0,0.1757342368364334,0.0,0.26925399899482727
6,0.7262560298442841,0.6027199029922485,0.8402058482170105,0.6549266576766968,0.6206021904945374,0.8479097485542297,0.7982262372970581,1.0817183256149292,0.935510516166687,0.2084815800189972,0.46056848764419556,0.0,0.3679956793785095,0.2642703354358673,0.9693608971105682,0.5407409071922302,0.8495244979858398,0.5112694501876831,0.38980162143707275,0.5998417139053345,0.5320322513580322,0.4414467215538025,0.5722821950912476,0.17503681778907776,0.0,0.28110721707344055,0.0,0.3477354943752289
7,0.6520255825519562,0.5690998435020447,0.7939280271530151,0.6105198860168457,0.5723511576652527,0.8131389021873474,0.7272908687591553,0.9426506161689758,0.7977065443992615,0.15347394347190857,0.4097908139228821,0.0,0.3558013141155243,0.23231959342956543,1.0298845825923815,0.6041022539138794,0.918982207775116,0.5999006032943726,0.46341127157211304,0.6406726241111755,0.5069029331207275,0.3401228189468384,0.48236212134361267,0.1450720876455307,0.0,0.2291499823331833,0.0,0.32190385460853577
8,0.596311155796051,0.5406279563903809,0.7639812231063843,0.5982690453529358,0.5910188555717468,0.7839704751968384,0.6933243274688721,0.841533899307251,0.862958550453186,0.23741362988948822,0.3662569224834442,0.0,0.38460424542427063,0.15824097394943237,0.8467609534660975,0.46915480494499207,0.8055585622787476,0.4666544497013092,0.41706788539886475,0.6228008270263672,0.5955241322517395,0.45455285906791687,0.6364642381668091,0.15848758816719055,0.0,0.2174488604068756,0.0,0.3085637390613556
9,0.5526524764299393,0.523735761642456,0.731706976890564,0.5555065274238586,0.5553614497184753,0.7555214762687683,0.6648359894752502,0.7764260768890381,0.8444865942001343,0.1979694366455078,0.43178245425224304,0.0,0.30612123012542725,0.20661646127700806,0.8485884625050757,0.4760444760322571,0.8103422522544861,0.4677312672138214,0.45147842168807983,0.7390645146369934,0.5699025392532349,0.463310569524765,0.5074026584625244,0.14868448674678802,0.0,0.13886089622974396,0.0,0.30258965492248535
10,0.5185718508958816,0.4994792640209198,0.7090893983840942,0.5546671748161316,0.5574976801872253,0.7321198582649231,0.6881536245346069,0.7407708764076233,0.8777046799659729,0.17875143885612488,0.38233527541160583,0.0,0.3512263596057892,0.17438726127147675,0.9143741561306847,0.4978821873664856,0.8363332748413086,0.48352622985839844,0.4422089159488678,0.6098014712333679,0.579204261302948,0.554551899433136,0.49288490414619446,0.17876611649990082,0.0,0.22850298881530762,0.0,0.31909406185150146
11,0.4841525774002075,0.4804728329181671,0.686435341835022,0.49035415053367615,0.51361083984375,0.6974717378616333,0.5784335136413574,0.7440389394760132,0.7154842019081116,0.17391809821128845,0.4163334369659424,0.0,0.34817054867744446,0.16192351281642914,0.7871127852963077,0.3757275342941284,0.7223826050758362,0.3548589050769806,0.3855104446411133,0.6355676054954529,0.637752115726471,0.5262929201126099,0.564452052116394,0.18135850131511688,0.0,0.19110171496868134,0.0,0.33594757318496704
12,0.5028237648010254,0.4929157495498657,0.6981486082077026,0.5642957091331482,0.5616668462753296,0.7446953654289246,0.6644693613052368,0.8034698367118835,0.8506160378456116,0.15709619224071503,0.4185125231742859,0.0,0.2611542046070099,0.17682009935379028,0.8924767855140898,0.4649769365787506,0.8292639255523682,0.48730435967445374,0.47842442989349365,0.7195651531219482,0.5221632719039917,0.3881147503852844,0.520980954170227,0.1501142680644989,0.0,0.22111549973487854,0.0,0.31889641284942627
13,0.4610053814649582,0.46252113580703735,0.6680870652198792,0.4983815848827362,0.5115432143211365,0.6787793636322021,0.6046607494354248,0.6640992760658264,0.8004036545753479,0.15730218589305878,0.402102530002594,0.0,0.35874414443969727,0.13803042471408844,0.7594281679226292,0.3625580966472626,0.715282142162323,0.32811614871025085,0.41798272728919983,0.6855391263961792,0.6243062615394592,0.5196326375007629,0.6268214583396912,0.17690186202526093,0.0,0.19992442429065704,0.0,0.31826961040496826
14,0.45881415069103243,0.4529303312301636,0.6641052961349487,0.5429841876029968,0.5627583861351013,0.7329309582710266,0.619234025478363,0.7400309443473816,0.775813639163971,0.15698696672916412,0.3464464247226715,0.0,0.32281914353370667,0.2241927534341812,0.762447284327613,0.4100358784198761,0.7558400630950928,0.3766096830368042,0.42605069279670715,0.7120926976203918,0.5997231006622314,0.4843357801437378,0.5288181304931641,0.1411050260066986,0.0,0.1791350394487381,0.0,0.3050670921802521
15,0.46735094368457797,0.4490732252597809,0.6643273234367371,0.4904778301715851,0.5016750693321228,0.6792729496955872,0.566858172416687,0.7571204304695129,0.6805101037025452,0.13013148307800293,0.3957828879356384,0.0,0.27610814571380615,0.28731510043144226,0.8590537880857786,0.44507336616516113,0.8292930722236633,0.4455575942993164,0.48632845282554626,0.7176260352134705,0.6299440860748291,0.504292905330658,0.5346249938011169,0.1318073868751526,0.0,0.20436817407608032,0.0,0.2908473014831543
16,0.4147106972932816,0.4308120012283325,0.6288396120071411,0.4438036382198334,0.4566454589366913,0.6119100451469421,0.5241264700889587,0.6506816744804382,0.7270780205726624,0.10536178946495056,0.2978139817714691,0.0,0.2802703082561493,0.1993112415075302,0.7894079263011614,0.4115462899208069,0.7631542086601257,0.420254111289978,0.41827747225761414,0.6016724109649658,0.5827926993370056,0.4953703284263611,0.5324113368988037,0.16666531562805176,0.0,0.18535500764846802,0.0,0.30912694334983826
