,loss,output_0_loss,output_1_loss,output_2_loss,output_3_loss,output_4_loss,output_5_loss,output_0_mae,output_0_rmse,output_0_class_0_rmse,output_0_class_1_rmse,output_0_class_2_rmse,output_0_class_3_rmse,output_0_class_4_rmse,output_1_mae,output_1_rmse,output_1_class_0_rmse,output_1_class_1_rmse,output_1_class_2_rmse,output_1_class_3_rmse,output_1_class_4_rmse,output_2_mae,output_2_rmse,output_2_class_0_rmse,output_2_class_1_rmse,output_2_class_2_rmse,output_2_class_3_rmse,output_2_class_4_rmse,output_3_mae,output_3_rmse,output_3_class_0_rmse,output_3_class_1_rmse,output_3_class_2_rmse,output_3_class_3_rmse,output_3_class_4_rmse,output_4_mae,output_4_rmse,output_4_class_0_rmse,output_4_class_1_rmse,output_4_class_2_rmse,output_4_class_3_rmse,output_4_class_4_rmse,output_5_mae,output_5_rmse,output_5_class_0_rmse,output_5_class_1_rmse,output_5_class_2_rmse,output_5_class_3_rmse,output_5_class_4_rmse,val_loss,val_output_0_loss,val_output_1_loss,val_output_2_loss,val_output_3_loss,val_output_4_loss,val_output_5_loss,val_output_0_mae,val_output_0_rmse,val_output_0_class_0_rmse,val_output_0_class_1_rmse,val_output_0_class_2_rmse,val_output_0_class_3_rmse,val_output_0_class_4_rmse,val_output_1_mae,val_output_1_rmse,val_output_1_class_0_rmse,val_output_1_class_1_rmse,val_output_1_class_2_rmse,val_output_1_class_3_rmse,val_output_1_class_4_rmse,val_output_2_mae,val_output_2_rmse,val_output_2_class_0_rmse,val_output_2_class_1_rmse,val_output_2_class_2_rmse,val_output_2_class_3_rmse,val_output_2_class_4_rmse,val_output_3_mae,val_output_3_rmse,val_output_3_class_0_rmse,val_output_3_class_1_rmse,val_output_3_class_2_rmse,val_output_3_class_3_rmse,val_output_3_class_4_rmse,val_output_4_mae,val_output_4_rmse,val_output_4_class_0_rmse,val_output_4_class_1_rmse,val_output_4_class_2_rmse,val_output_4_class_3_rmse,val_output_4_class_4_rmse,val_output_5_mae,val_output_5_rmse,val_output_5_class_0_rmse,val_output_5_class_1_rmse,val_output_5_class_2_rmse,val_output_5_class_3_rmse,val_output_5_class_4_rmse
0,12.427348543802896,2.312987804412842,2.0715112686157227,2.0857017040252686,2.243062973022461,1.8961397409439087,1.8179455995559692,1.1130815744400024,1.4939813613891602,1.2742159366607666,0.4761386215686798,1.5514929294586182,1.9341365098953247,2.3904454708099365,1.1079928874969482,1.4250813722610474,1.1726363897323608,0.4376242160797119,1.4079077243804932,1.560381293296814,1.866316556930542,1.0815585851669312,1.428328037261963,1.1714695692062378,0.0,1.3539446592330933,1.7392373085021973,2.0695242881774902,1.129486322402954,1.4779752492904663,1.3282527923583984,0.8231825232505798,1.5828806161880493,1.744280219078064,2.1127257347106934,1.016672968864441,1.3658581972122192,1.158232569694519,0.0,1.3835715055465698,1.7069754600524902,2.1320481300354004,0.972277820110321,1.3288260698318481,1.204003095626831,0.0,1.4557549953460693,1.888305425643921,2.0023229122161865,4.920146147410075,0.7025056481361389,0.9276472926139832,0.8207592368125916,0.9062182903289795,0.8705177307128906,0.6924977898597717,0.4507230222225189,0.8357338309288025,0.17536866664886475,0.0,1.1674412488937378,1.1625672578811646,1.0179499387741089,0.608208179473877,0.9560592770576477,0.403267502784729,0.0,1.3268862962722778,1.3756858110427856,1.57107412815094,0.4758877456188202,0.8952460289001465,0.22394651174545288,0.0,0.9026209712028503,1.5382078886032104,1.577077865600586,0.5904592871665955,0.9493318200111389,0.2666539251804352,0.0,1.2569146156311035,1.079272985458374,1.4329323768615723,0.5209091305732727,0.9262092709541321,0.28699854016304016,0.0,1.256050944328308,1.7008966207504272,1.7690109014511108,0.4719318747520447,0.832033634185791,0.23823799192905426,0.0,1.260274052619934,1.4958645105361938,1.7946287393569946
1,8.21643679300944,1.3915369510650635,1.4225119352340698,1.3430668115615845,1.500653862953186,1.339606761932373,1.2190601825714111,0.8625591993331909,1.1738536357879639,0.9574391841888428,0.5005471706390381,1.1682336330413818,1.4263572692871094,1.7753759622573853,0.9145245552062988,1.18718683719635,0.9348738789558411,0.35333752632141113,1.1830558776855469,1.2479008436203003,1.4339609146118164,0.870435357093811,1.1520683765411377,0.9253588914871216,0.0,1.0857510566711426,1.279968500137329,1.5032708644866943,0.9155029058456421,1.2190366983413696,1.027808427810669,0.5465818643569946,1.2345314025878906,1.421970248222351,1.5637046098709106,0.8507196307182312,1.1497154235839844,0.9486883282661438,0.0,1.1756703853607178,1.4003695249557495,1.7399373054504395,0.8007712364196777,1.0967189073562622,0.9192811846733093,0.0,1.154711127281189,1.3818778991699219,1.523614525794983,3.3284949461619058,0.5679858922958374,0.6003007292747498,0.552105724811554,0.7480432987213135,0.4626868963241577,0.39737260341644287,0.46027955412864685,0.749976396560669,0.4091625213623047,0.0,0.6968799233436584,0.8256644606590271,0.7078133225440979,0.4892301559448242,0.7704398036003113,0.38904330134391785,0.0,0.7387502789497375,0.904477596282959,1.093686819076538,0.45132115483283997,0.7426981925964355,0.3652913272380829,0.0,0.3676431179046631,1.059554100036621,0.9374258518218994,0.6150687336921692,0.8617374300956726,0.5560373067855835,0.0,0.7768096923828125,0.8391972184181213,0.9797326922416687,0.40370887517929077,0.6781237721443176,0.3096568286418915,0.0,0.5967630743980408,1.1145697832107544,0.9178984761238098,0.364501953125,0.6296979188919067,0.2552245855331421,0.0,0.7989503741264343,1.1703805923461914,1.2361828088760376
2,6.767673746744792,1.2140790224075317,1.1523410081863403,1.0948055982589722,1.2820971012115479,1.096560001373291,0.9277909398078918,0.7912963628768921,1.0956320762634277,0.8856279253959656,0.588297426700592,1.0566295385360718,1.2624393701553345,1.7301814556121826,0.8261597752571106,1.066895604133606,0.9017953276634216,0.3955504298210144,1.1368242502212524,1.138944387435913,1.3258540630340576,0.7819163203239441,1.0407488346099854,0.8699703812599182,0.0,1.0190637111663818,1.2100417613983154,1.4183764457702637,0.8406533598899841,1.1260747909545898,0.8623613715171814,0.44066476821899414,1.0656970739364624,1.2372982501983643,1.4057906866073608,0.7617724537849426,1.0405962467193604,0.8888044953346252,0.0,1.1009941101074219,1.3416168689727783,1.5656307935714722,0.6919054985046387,0.957009494304657,0.7441047430038452,0.0,1.0511997938156128,1.2384198904037476,1.187238097190857,3.3071070512135825,0.621580183506012,0.556833028793335,0.5921663641929626,0.7163510322570801,0.45791077613830566,0.36226558685302734,0.5348413586616516,0.7826877236366272,0.5147184729576111,0.0,0.4496248662471771,0.6521124243736267,0.6355684995651245,0.5065341591835022,0.7404649257659912,0.4274079501628876,0.0,0.5701741576194763,0.778426468372345,0.9508419036865234,0.5291032195091248,0.7692809104919434,0.47326382994651794,0.0,0.3863617479801178,0.8788153529167175,0.7092761397361755,0.5808457136154175,0.8411016464233398,0.5795623660087585,0.0,0.5155830383300781,0.7104236483573914,0.6621525883674622,0.4477693438529968,0.6756017804145813,0.37877628207206726,0.0,0.6184946894645691,0.962096631526947,0.8249878883361816,0.3737471103668213,0.6001185774803162,0.31003865599632263,0.0,0.7293979525566101,0.9594089388847351,0.9590350985527039
3,5.74226798693339,0.9915346503257751,0.9591264128684998,0.9452937841415405,1.0812941789627075,0.9550024271011353,0.8100168704986572,0.7025383710861206,0.9886873364448547,0.8290127515792847,0.4176134169101715,1.0167924165725708,1.201074481010437,1.5730876922607422,0.740149736404419,0.9750049710273743,0.8422484397888184,0.429823100566864,1.1128522157669067,1.151659369468689,1.2530995607376099,0.7044211030006409,0.9652617573738098,0.8091694116592407,0.0,0.9856142401695251,1.1507476568222046,1.3012651205062866,0.7565252780914307,1.0328338146209717,0.7845556139945984,0.4874441623687744,0.9844747185707092,1.143560767173767,1.2874480485916138,0.6832141876220703,0.9711229205131531,0.813331127166748,0.0,1.047367811203003,1.2788795232772827,1.4715789556503296,0.6283859014511108,0.8908481001853943,0.7744343876838684,0.0,1.0339961051940918,1.2479716539382935,1.137038230895996,2.935654799143473,0.48117876052856445,0.45771002769470215,0.5514321327209473,0.5329679846763611,0.4763154983520508,0.43605050444602966,0.41735324263572693,0.6898307204246521,0.36180952191352844,0.0,0.6576330065727234,0.6501911282539368,0.7830988764762878,0.42064234614372253,0.6624392867088318,0.33041802048683167,0.0,0.6636141538619995,0.7023646831512451,1.021997094154358,0.46002504229545593,0.7405659556388855,0.3511318862438202,0.0,0.4944109618663788,1.0104055404663086,0.9626498222351074,0.49487900733947754,0.7233436107635498,0.41004839539527893,0.0,0.6695318222045898,0.8390142321586609,0.884723961353302,0.3926921784877777,0.685774028301239,0.26606377959251404,0.0,0.6816104054450989,1.147998571395874,1.1680736541748047,0.34299856424331665,0.6598725914955139,0.2074223905801773,0.0,0.8804919719696045,1.1076053380966187,1.4343341588974
4,5.096107559204102,0.9174795746803284,0.8667592406272888,0.8335196375846863,0.9594733715057373,0.8453807234764099,0.6734951734542847,0.6602540016174316,0.9486569166183472,0.758033812046051,0.48492431640625,0.9483951926231384,1.103301763534546,1.5034903287887573,0.6962458491325378,0.9250428080558777,0.8270224928855896,0.4093976318836212,1.0995627641677856,1.1028008460998535,1.1642603874206543,0.6474941372871399,0.9052761793136597,0.7223891615867615,0.0,0.90701824426651,1.0741302967071533,1.2397761344909668,0.6968614459037781,0.9739919304847717,0.8261158466339111,0.49272215366363525,1.0363502502441406,1.1570674180984497,1.3279423713684082,0.6342036724090576,0.9132608771324158,0.6892830729484558,0.0,0.950217068195343,1.1545711755752563,1.3832802772521973,0.5636510252952576,0.8146360516548157,0.6007304191589355,0.0,0.8753883838653564,1.0658071041107178,1.0721265077590942,2.8500213623046875,0.5009949803352356,0.4787830412387848,0.5319411158561707,0.522841215133667,0.44724154472351074,0.3682194948196411,0.4390527606010437,0.7026512026786804,0.4228600561618805,0.0,0.5449424386024475,0.5533877015113831,0.7036733627319336,0.46441301703453064,0.6772348284721375,0.38923701643943787,0.0,0.5709447264671326,0.7040122151374817,0.9382407069206238,0.46233293414115906,0.7292793393135071,0.3944614827632904,0.0,0.4506572186946869,0.8578128814697266,0.8137900233268738,0.4611271917819977,0.7155300974845886,0.43694472312927246,0.0,0.5645803809165955,0.7719700932502747,0.6353909969329834,0.4008338749408722,0.6684253811836243,0.3387789726257324,0.0,0.5602596402168274,0.9343578219413757,0.9170098304748535,0.3610776960849762,0.605518639087677,0.26722708344459534,0.0,0.8226261138916016,0.9736146330833435,1.055657982826233
5,4.726785504023234,0.8242408633232117,0.8149959444999695,0.7648812532424927,0.8886880278587341,0.8163704872131348,0.6176090836524963,0.6124758124351501,0.9006155133247375,0.6455104947090149,0.4054531753063202,0.8385578393936157,1.0045294761657715,1.4293909072875977,0.6686755418777466,0.897622287273407,0.7071038484573364,0.28290385007858276,0.9786415696144104,1.0294615030288696,1.0766574144363403,0.6026971340179443,0.8680529594421387,0.6743887066841125,0.0,0.8429854512214661,1.0662665367126465,1.2266665697097778,0.6560973525047302,0.9351294040679932,0.7389004230499268,0.4537501931190491,0.9612825512886047,1.0701849460601807,1.223219871520996,0.6049203276634216,0.8962296843528748,0.7361071109771729,0.0,0.9823731780052185,1.155571460723877,1.4065417051315308,0.5217426419258118,0.7784167528152466,0.6527080535888672,0.0,0.8978294134140015,1.0919479131698608,1.0474199056625366,2.984593073527018,0.4669983386993408,0.43846002221107483,0.5648075938224792,0.4890991747379303,0.5438005328178406,0.4814276695251465,0.4055738151073456,0.6812872886657715,0.3395894467830658,0.0,0.7052865624427795,0.5931928157806396,0.7974714636802673,0.40153342485427856,0.6506068110466003,0.26082420349121094,0.0,0.707676351070404,0.7175332903862,1.1883171796798706,0.4167397618293762,0.7497703433036804,0.30816248059272766,0.0,0.5824418663978577,1.1048943996429443,1.0955325365066528,0.40531978011131287,0.6951454281806946,0.3185984790325165,0.0,0.7232171893119812,0.8300074934959412,0.952068030834198,0.4103321433067322,0.7333452701568604,0.2520754039287567,0.0,0.7120449542999268,1.2460767030715942,1.330822467803955,0.352046936750412,0.6937956809997559,0.20025210082530975,0.0,0.9138776659965515,1.0289393663406372,1.5833369493484497
6,4.401203311284383,0.7750155329704285,0.7949243187904358,0.6956592202186584,0.8658591508865356,0.7162502408027649,0.5534946918487549,0.5849028825759888,0.8718495965003967,0.6656027436256409,0.48078665137290955,0.8185421228408813,0.9993249773979187,1.400698184967041,0.6505380868911743,0.8875826001167297,0.6729105114936829,0.341528981924057,0.9684439301490784,1.0268105268478394,1.0763044357299805,0.5653672218322754,0.827801525592804,0.6447652578353882,0.0,0.8629077076911926,1.0229233503341675,1.1377428770065308,0.6285006999969482,0.9232268333435059,0.6948143839836121,0.41971319913864136,0.9064474701881409,1.0057035684585571,1.174092411994934,0.5616894364356995,0.8407703042030334,0.6466595530509949,0.0,0.898327648639679,1.0993099212646484,1.2982549667358398,0.49404627084732056,0.7397575378417969,0.5664283633232117,0.0,0.8608519434928894,1.0655403137207031,1.0270862579345703,2.7623023192087808,0.4946843385696411,0.44550052285194397,0.5094199180603027,0.4932641088962555,0.43493571877479553,0.3844974935054779,0.39471837878227234,0.6980674862861633,0.36797571182250977,0.0,0.6326223015785217,0.5693823099136353,0.7952273488044739,0.39349326491355896,0.6512553095817566,0.3041243553161621,0.0,0.6323630213737488,0.7206497192382812,1.0406192541122437,0.3847440779209137,0.7124907374382019,0.3105177581310272,0.0,0.5221773982048035,1.0574496984481812,0.9161663055419922,0.3926158845424652,0.6971580982208252,0.3319702446460724,0.0,0.6760778427124023,0.8308678269386292,0.7695402503013611,0.3617362082004547,0.6524105668067932,0.26231563091278076,0.0,0.6333556771278381,1.081255316734314,1.0649774074554443,0.3102407157421112,0.6199996471405029,0.19045285880565643,0.0,0.8542354106903076,1.1433354616165161,1.270059585571289
7,4.068876072565715,0.7200356125831604,0.7396817207336426,0.6605304479598999,0.7617015838623047,0.671389102935791,0.5155376195907593,0.5489781498908997,0.841620683670044,0.6347877979278564,0.42827606201171875,0.792802631855011,0.9432700872421265,1.316540002822876,0.6156082153320312,0.8541828393936157,0.7084343433380127,0.38691115379333496,0.9824227690696716,0.9830026030540466,1.0335381031036377,0.5341014862060547,0.8059316277503967,0.5854070782661438,0.0,0.8022987842559814,0.9770933985710144,1.094892978668213,0.5836933255195618,0.8670822978019714,0.6854557991027832,0.4793718457221985,0.8931470513343811,0.9731095433235168,1.084661841392517,0.5297600030899048,0.813685953617096,0.5951145887374878,0.0,0.8691682815551758,1.0363483428955078,1.2542163133621216,0.46284592151641846,0.7116867303848267,0.5199359655380249,0.0,0.7997868061065674,0.9934728741645813,0.9041468501091003,2.7737290064493814,0.47715115547180176,0.43220067024230957,0.47071823477745056,0.47148773074150085,0.4887983798980713,0.43337282538414,0.363786906003952,0.6865083575248718,0.34435808658599854,0.0,0.7085860371589661,0.5800706148147583,0.7357290387153625,0.43061280250549316,0.6474366784095764,0.31249502301216125,0.0,0.635374903678894,0.7056834101676941,1.0268372297286987,0.367120623588562,0.6842667460441589,0.29101598262786865,0.0,0.4762108027935028,1.030196189880371,0.9187191128730774,0.39559999108314514,0.6848520636558533,0.33538317680358887,0.0,0.6766948103904724,0.7686815857887268,0.806891143321991,0.364576518535614,0.6926298141479492,0.24596668779850006,0.0,0.6043572425842285,1.2212388515472412,1.250796914100647,0.3227221369743347,0.6580278277397156,0.19218246638774872,0.0,0.8141641616821289,1.0467950105667114,1.5228980779647827
8,3.8660866451263427,0.6355817914009094,0.7080954909324646,0.6158192157745361,0.7306159734725952,0.6645322442054749,0.5114420056343079,0.5068090558052063,0.7903317809104919,0.5577970743179321,0.39185887575149536,0.7358483076095581,0.8508884906768799,1.183028221130371,0.594329297542572,0.8365357518196106,0.5948429107666016,0.268471896648407,0.890099287033081,0.9094349145889282,0.9460987448692322,0.4978695809841156,0.7778329849243164,0.5675312876701355,0.0,0.7720409035682678,0.9808763861656189,1.0275565385818481,0.5594928860664368,0.8481497764587402,0.6655357480049133,0.49988219141960144,0.9156076908111572,0.9302768707275391,1.117985725402832,0.5073137879371643,0.8083735108375549,0.5753505825996399,0.0,0.8402069211006165,1.020600438117981,1.240258812904358,0.440667062997818,0.7086002826690674,0.5211792588233948,0.0,0.7987249493598938,0.9844821095466614,0.8530672192573547,2.9788991610209146,0.4791581928730011,0.46343111991882324,0.5422515273094177,0.520692765712738,0.509959876537323,0.4634058177471161,0.3374418318271637,0.6895377039909363,0.25437337160110474,0.0,0.8489535450935364,0.678691565990448,0.8418331146240234,0.41464224457740784,0.6719807982444763,0.2867748439311981,0.0,0.7509228587150574,0.8869274258613586,1.0536121129989624,0.3547964096069336,0.7297894358634949,0.23508435487747192,0.0,0.5863056182861328,1.1551318168640137,1.1107584238052368,0.40187975764274597,0.7171359062194824,0.2761099934577942,0.0,0.8267876505851746,0.8426420092582703,1.0572925806045532,0.34766241908073425,0.7083253860473633,0.20939601957798004,0.0,0.7208898067474365,1.231873869895935,1.3331352472305298,0.3043075501918793,0.6805126070976257,0.15408407151699066,0.0,0.8939382433891296,1.197717547416687,1.564153790473938
9,3.687881704966227,0.6085211634635925,0.6629454493522644,0.593051016330719,0.728995144367218,0.6153107285499573,0.47905802726745605,0.48871663212776184,0.7709609866142273,0.5655353665351868,0.43203750252723694,0.7589412331581116,0.8934184908866882,1.1714019775390625,0.5663114786148071,0.8096254467964172,0.6121981143951416,0.294180691242218,0.8773481249809265,0.8942966461181641,0.9605059027671814,0.4870379567146301,0.7623993158340454,0.5622653365135193,0.0,0.7870797514915466,0.9354105591773987,1.042522668838501,0.5542529225349426,0.8457197546958923,0.6609950661659241,0.4364513158798218,0.8868111371994019,0.9541319012641907,1.0701994895935059,0.495180606842041,0.7770379781723022,0.5909948945045471,0.0,0.8609324097633362,0.9602704048156738,1.1870936155319214,0.42529428005218506,0.6847682595252991,0.5384562015533447,0.0,0.806250810623169,0.9458895921707153,0.8598964214324951,2.8143781820933023,0.4999154508113861,0.4725424349308014,0.5103102326393127,0.49506449699401855,0.4583817720413208,0.37816372513771057,0.3877851366996765,0.7008132934570312,0.40085646510124207,0.0,0.5664995312690735,0.5068661570549011,0.7624506950378418,0.42585477232933044,0.6766136288642883,0.36326470971107483,0.0,0.6215389370918274,0.6838529706001282,0.9389386177062988,0.39748188853263855,0.7140299677848816,0.3508049547672272,0.0,0.5217661261558533,0.9717089533805847,0.8444808125495911,0.3965582549571991,0.6987805366516113,0.3912292420864105,0.0,0.5864819884300232,0.7810356020927429,0.6885600686073303,0.385246604681015,0.6712543964385986,0.3049674928188324,0.0,0.6013423800468445,1.0816811323165894,1.0201869010925293,0.3127273917198181,0.6147732138633728,0.2144794464111328,0.0,0.7825491428375244,1.1668156385421753,1.2150896787643433
