,loss,mae,rmse,class_0_rmse,class_1_rmse,class_2_rmse,class_3_rmse,class_4_rmse,val_loss,val_mae,val_rmse,val_class_0_rmse,val_class_1_rmse,val_class_2_rmse,val_class_3_rmse,val_class_4_rmse
0,2.2039809741973877,1.1627459526062012,1.4449613094329834,1.15975821018219,0.36957821249961853,1.2628928422927856,1.6156419515609741,1.9233843088150024,0.629377367404791,0.5967628955841064,0.7784352898597717,0.6948798894882202,0.061013855040073395,0.6943721771240234,0.48590075969696045,0.6898514628410339
1,1.1003594174385072,0.8178730010986328,1.042873740196228,0.9208618402481079,0.3060414493083954,0.9611610770225525,1.0879350900650024,1.231287956237793,0.4542151913046837,0.4608745574951172,0.6613976359367371,0.5853851437568665,0.05050555616617203,0.5499094724655151,0.4107118248939514,0.5169950723648071
2,0.8857283275127411,0.7203418016433716,0.9354297518730164,0.7818836569786072,0.22611160576343536,0.8762570023536682,0.9578556418418884,1.0518412590026855,0.4908801219784297,0.48805925250053406,0.6885485053062439,0.6550424098968506,0.0633850246667862,0.5581313371658325,0.4310534596443176,0.4278146028518677
3,0.7513342473506928,0.6550010442733765,0.86044842004776,0.7350473403930664,0.2547396719455719,0.8232439756393433,0.8735488653182983,0.9882827997207642,0.41977944110448545,0.4197380244731903,0.6337023377418518,0.593404233455658,0.07280398905277252,0.4731384515762329,0.39838141202926636,0.4178927540779114
4,0.6269426970481873,0.5863600373268127,0.785566508769989,0.6610715985298157,0.2625102400779724,0.7691200971603394,0.782602071762085,0.8765447735786438,0.49054693430662155,0.4611557722091675,0.688632071018219,0.6657363176345825,0.08993640542030334,0.5047304034233093,0.3388125002384186,0.3332369029521942
5,0.5716705536842346,0.5489541292190552,0.7512525916099548,0.6381382346153259,0.2503916919231415,0.7515203356742859,0.7713412642478943,0.8505093455314636,0.3479690101857369,0.3358149528503418,0.5623148083686829,0.4650988280773163,0.04213463515043259,0.5151525139808655,0.39615267515182495,0.43349534273147583
6,0.5418201769590378,0.5262312293052673,0.7299248576164246,0.5924950838088989,0.20875534415245056,0.7133859992027283,0.7186187505722046,0.8246749639511108,0.30310680917822397,0.30308154225349426,0.5230990052223206,0.4753299057483673,0.05440261587500572,0.5525438189506531,0.3990946412086487,0.3857143521308899
7,0.4914723119735718,0.49887362122535706,0.694827139377594,0.5372453331947327,0.15928198397159576,0.6578764915466309,0.6797292828559875,0.7367545366287231,0.3349655127296081,0.3095231056213379,0.5522960424423218,0.4458327889442444,0.05508718267083168,0.511622965335846,0.32396844029426575,0.4585460424423218
8,0.4404559849500656,0.4659782350063324,0.6574133038520813,0.5378414988517761,0.17989006638526917,0.666167140007019,0.6518977880477905,0.6977316737174988,0.31684681071111787,0.301533043384552,0.5323634147644043,0.4520730674266815,0.05219399183988571,0.5260277986526489,0.47483253479003906,0.45322364568710327
9,0.42224187242984773,0.4513777196407318,0.6434950828552246,0.5072169303894043,0.19032059609889984,0.6329363584518433,0.6379452347755432,0.70646071434021,0.27977835344007385,0.2611643970012665,0.4921911656856537,0.4268812835216522,0.05940953642129898,0.5499011874198914,0.382977157831192,0.3739566504955292
10,0.39556798481941224,0.43359166383743286,0.6215428709983826,0.5354369878768921,0.2121010273694992,0.6539720892906189,0.6509861350059509,0.7319255471229553,0.34594590589404106,0.3089386224746704,0.5586316585540771,0.45261338353157043,0.03315744549036026,0.5503389239311218,0.417703777551651,0.4175419211387634
11,0.365336487531662,0.4159145653247833,0.5983100533485413,0.4679318368434906,0.18459193408489227,0.592225968837738,0.5636757612228394,0.6547254920005798,0.3161277054594113,0.2734600305557251,0.5252490639686584,0.4052017033100128,0.04591399058699608,0.572327733039856,0.4299362897872925,0.44490569829940796
12,0.3510010815858841,0.3968077301979065,0.585634171962738,0.4848025143146515,0.1665371060371399,0.594128429889679,0.5869576334953308,0.7024097442626953,0.27897975436196876,0.23984302580356598,0.48825788497924805,0.37554696202278137,0.044537026435136795,0.5752478241920471,0.42467832565307617,0.3855038285255432
13,0.34660159862041473,0.3979329764842987,0.5822951793670654,0.4232528507709503,0.17398764193058014,0.5655729174613953,0.5517363548278809,0.6162302494049072,0.3110247178433033,0.26124319434165955,0.5234984159469604,0.43900611996650696,0.07356364279985428,0.564049482345581,0.44032424688339233,0.3546390235424042
14,0.3208575664758682,0.37939709424972534,0.5588839650154114,0.40790855884552,0.14580829441547394,0.5161389112472534,0.534345805644989,0.5769752264022827,0.2810048097028182,0.2361508458852768,0.4808695912361145,0.3316977620124817,0.045689478516578674,0.5835605263710022,0.42620038986206055,0.46380725502967834
15,0.3070887761116028,0.3619486689567566,0.5466665625572205,0.44217902421951294,0.18923048675060272,0.563423216342926,0.5667077898979187,0.6430505514144897,0.27056469857835996,0.21101363003253937,0.4576047360897064,0.30507892370224,0.05476042255759239,0.6156886219978333,0.34368041157722473,0.44626444578170776
16,0.2987729746103287,0.36096516251564026,0.5401642322540283,0.4077947735786438,0.1697806417942047,0.5148853063583374,0.5147900581359863,0.589673638343811,0.25930156085926753,0.2219039797782898,0.4705550968647003,0.3802277743816376,0.059881292283535004,0.5670602917671204,0.35066908597946167,0.34055468440055847
17,0.2762771365642548,0.3497427999973297,0.518360435962677,0.3841262459754944,0.19397510588169098,0.5033069252967834,0.5098820328712463,0.5663943290710449,0.28172875475138426,0.22366651892662048,0.4932936131954193,0.3839479982852936,0.06632155179977417,0.5509302616119385,0.29344844818115234,0.4166753590106964
18,0.2661555995941162,0.3399573862552643,0.5094529986381531,0.36979493498802185,0.14954309165477753,0.48060137033462524,0.5059102773666382,0.5607824921607971,0.2774327500508382,0.22229142487049103,0.47660255432128906,0.3410458266735077,0.0446871742606163,0.6151424050331116,0.4011724889278412,0.43250516057014465
19,0.24916188341379167,0.32723546028137207,0.4916089177131653,0.3976486921310425,0.18080765008926392,0.5088315010070801,0.5212080478668213,0.5870914459228516,0.29041903064801144,0.2337486892938614,0.49577420949935913,0.3799425959587097,0.0525035597383976,0.5726743936538696,0.374575138092041,0.4531382918357849
20,0.2623159183859825,0.3319355547428131,0.5038873553276062,0.36748743057250977,0.17419925332069397,0.4888194799423218,0.4908609092235565,0.5783402323722839,0.2645410613085215,0.2137846052646637,0.4741559624671936,0.36301305890083313,0.058495163917541504,0.5774227380752563,0.44729387760162354,0.3756917417049408
21,0.24498235595226286,0.32345297932624817,0.48749876022338867,0.3565765619277954,0.17836564779281616,0.4657691419124603,0.5020093321800232,0.5463748574256897,0.26544639804901987,0.20266465842723846,0.45734500885009766,0.31376540660858154,0.04989400878548622,0.6922807097434998,0.4248659312725067,0.43774524331092834
22,0.23143575888872148,0.30803146958351135,0.47378575801849365,0.31722456216812134,0.14457102119922638,0.43800559639930725,0.4596455693244934,0.5089111924171448,0.26763019329295135,0.19418731331825256,0.4318469762802124,0.25836947560310364,0.06101538985967636,0.7376324534416199,0.5067837238311768,0.4736950993537903
23,0.24561150443553925,0.31913477182388306,0.48764660954475403,0.38566258549690247,0.19202786684036255,0.494010865688324,0.524210512638092,0.5725027918815613,0.34745982403938586,0.27459704875946045,0.5653318762779236,0.4798898994922638,0.07348769158124924,0.49940845370292664,0.2943177819252014,0.33131080865859985
24,0.22346025252342225,0.3057485520839691,0.4645213484764099,0.35851070284843445,0.15521685779094696,0.4857342541217804,0.4919355809688568,0.5701507329940796,0.4146162901933377,0.3224900960922241,0.6228460073471069,0.5301058888435364,0.06794924288988113,0.44981539249420166,0.35146015882492065,0.324892520904541
25,0.22017242807149887,0.3022335171699524,0.4615555703639984,0.3625657558441162,0.1375143975019455,0.4590230882167816,0.47134700417518616,0.5573596358299255,0.2967532351613045,0.22827640175819397,0.5079442262649536,0.4063812494277954,0.033186670392751694,0.5668907761573792,0.45042768120765686,0.42740166187286377
26,0.20827126431465148,0.29049715399742126,0.44929587841033936,0.29956504702568054,0.14150404930114746,0.41147175431251526,0.446784645318985,0.4963594079017639,0.2793336696206377,0.23011335730552673,0.4830428957939148,0.41008779406547546,0.061618201434612274,0.6105931997299194,0.4599905014038086,0.3016253709793091
