,loss,mae,rmse,class_0_rmse,class_1_rmse,class_2_rmse,class_3_rmse,class_4_rmse,class_5_rmse,class_6_rmse,class_7_rmse,class_8_rmse,class_9_rmse,class_10_rmse,val_loss,val_mae,val_rmse,val_class_0_rmse,val_class_1_rmse,val_class_2_rmse,val_class_3_rmse,val_class_4_rmse,val_class_5_rmse,val_class_6_rmse,val_class_7_rmse,val_class_8_rmse,val_class_9_rmse,val_class_10_rmse
0,2.700461926460266,1.1836411952972412,1.6227935552597046,1.3320389986038208,1.147263765335083,1.379576563835144,1.701988697052002,2.113982677459717,2.2179489135742188,0.5367313027381897,1.374720573425293,0.0,1.3039005994796753,0.6417112946510315,1.4808827373716567,0.9395068883895874,1.1600346565246582,0.9136658906936646,0.5655823945999146,0.5883622169494629,0.45379433035850525,0.43941351771354675,0.5561120510101318,0.18682053685188293,0.0,0.22142423689365387,0.0,0.3034851551055908
1,1.8565860996246337,0.9905393719673157,1.3478679656982422,1.107503890991211,0.9427695274353027,1.2139275074005127,1.479811191558838,1.8424104452133179,1.664817214012146,0.34313541650772095,1.0940539836883545,0.0,0.8642165064811707,0.5840137600898743,1.0125285155243344,0.6642140746116638,0.9193936586380005,0.6612178087234497,0.4512588679790497,0.5885493159294128,0.5035050511360168,0.4229987561702728,0.523118793964386,0.1703745722770691,0.0,0.23923277854919434,0.0,0.3101930618286133
2,1.4860166487693787,0.883463442325592,1.2074222564697266,0.9204905033111572,0.7697977423667908,1.0605331659317017,1.290970802307129,1.561501145362854,1.5137548446655273,0.26671162247657776,0.791302502155304,0.0,0.6956798434257507,0.507606565952301,1.09360743396812,0.6551300883293152,0.9080871939659119,0.6140346527099609,0.40433403849601746,0.6957199573516846,0.5451562404632568,0.4600631296634674,0.5696280002593994,0.19916695356369019,0.0,0.2953721284866333,0.0,0.36835870146751404
3,1.3093041996955872,0.8260566592216492,1.1329748630523682,0.885535478591919,0.7671458721160889,1.0210163593292236,1.2741117477416992,1.58950674533844,1.3815964460372925,0.22364085912704468,0.6527873873710632,0.0,0.5711216926574707,0.45944511890411377,1.0664090149932437,0.6683205962181091,0.9489794969558716,0.6852474808692932,0.48189544677734375,0.5381697416305542,0.4968049228191376,0.37626397609710693,0.5539523363113403,0.1502785086631775,0.0,0.2428351193666458,0.0,0.3038477897644043
4,1.0840022602081298,0.753480076789856,1.0307202339172363,0.7592516541481018,0.6554058790206909,0.943153977394104,1.1450855731964111,1.3380281925201416,1.1292195320129395,0.23619896173477173,0.5547249913215637,0.0,0.5489172339439392,0.30988553166389465,1.0093310839600034,0.6689137816429138,0.9488596320152283,0.7124983668327332,0.46327337622642517,0.6865843534469604,0.4476757049560547,0.3716532289981842,0.4084451496601105,0.14242331683635712,0.0,0.19936510920524597,0.0,0.26282432675361633
5,0.9189740214347839,0.6946640610694885,0.9487512707710266,0.8331044912338257,0.7508194446563721,0.9926534295082092,1.1465654373168945,1.3474130630493164,1.0337307453155518,0.21797408163547516,0.5408844947814941,0.0,0.46504494547843933,0.2901654839515686,0.8222601860761642,0.4911484122276306,0.7984970808029175,0.4824785590171814,0.38784709572792053,0.5741657614707947,0.46086999773979187,0.449429988861084,0.48596927523612976,0.1641576886177063,0.0,0.2533363699913025,0.0,0.30431699752807617
6,0.8855297513008118,0.6656885743141174,0.9274644255638123,0.7710767984390259,0.704493522644043,0.9020758867263794,1.0249360799789429,1.2291313409805298,1.0730953216552734,0.25794291496276855,0.6343661546707153,0.0,0.4555014371871948,0.3227871060371399,0.9449555542733934,0.5847241878509521,0.8955918550491333,0.5889846682548523,0.41677576303482056,0.6344620585441589,0.49089065194129944,0.38830772042274475,0.46882832050323486,0.12450941652059555,0.0,0.23834127187728882,0.0,0.2926381826400757
7,0.795274118423462,0.6364715695381165,0.8818351626396179,0.6694271564483643,0.6131038665771484,0.8211891055107117,0.9257530570030212,1.1352050304412842,0.9621761441230774,0.25075313448905945,0.5104807019233704,0.0,0.4469054937362671,0.2461043894290924,0.8723557790120443,0.49859166145324707,0.813379168510437,0.4694980978965759,0.38970327377319336,0.5738516449928284,0.46002933382987976,0.4324556887149811,0.4762575924396515,0.17453795671463013,0.0,0.2668798565864563,0.0,0.3198810815811157
8,0.7570998423099518,0.6109573245048523,0.8566739559173584,0.6732723712921143,0.6413891315460205,0.8122602105140686,0.9232317209243774,1.0826261043548584,0.9811791777610779,0.22094014286994934,0.4242486357688904,0.0,0.3786301910877228,0.2514799237251282,0.8523398199015193,0.4916929304599762,0.8165349364280701,0.5045300126075745,0.43240201473236084,0.6463021636009216,0.47805070877075195,0.3759143054485321,0.45042338967323303,0.12278434634208679,0.0,0.21268536150455475,0.0,0.3108574151992798
9,0.7202664966583252,0.5867618322372437,0.8350285291671753,0.676969051361084,0.6526896953582764,0.7929535508155823,0.9133870005607605,1.0950534343719482,0.9583362936973572,0.203355073928833,0.4415176510810852,0.0,0.47835808992385864,0.32325828075408936,0.861820044202937,0.4305124282836914,0.7688696980476379,0.41041234135627747,0.3533794581890106,0.6103497743606567,0.48614323139190674,0.444128155708313,0.5424432754516602,0.17489908635616302,0.0,0.2803899347782135,0.0,0.34998804330825806
