,loss,output_0_loss,output_1_loss,output_2_loss,output_3_loss,output_4_loss,output_5_loss,output_0_softmax_rsme,output_0_class_softmax_rmse_0,output_1_softmax_rsme,output_1_class_softmax_rmse_0,output_2_softmax_rsme,output_2_class_softmax_rmse_0,output_3_softmax_rsme,output_3_class_softmax_rmse_0,output_4_softmax_rsme,output_4_class_softmax_rmse_0,output_5_softmax_rsme,output_5_class_softmax_rmse_0,val_loss,val_output_0_loss,val_output_1_loss,val_output_2_loss,val_output_3_loss,val_output_4_loss,val_output_5_loss,val_output_0_softmax_rsme,val_output_0_class_softmax_rmse_0,val_output_1_softmax_rsme,val_output_1_class_softmax_rmse_0,val_output_2_softmax_rsme,val_output_2_class_softmax_rmse_0,val_output_3_softmax_rsme,val_output_3_class_softmax_rmse_0,val_output_4_softmax_rsme,val_output_4_class_softmax_rmse_0,val_output_5_softmax_rsme,val_output_5_class_softmax_rmse_0,lr
0,7.896648435592652,1.3650565147399902,1.420383095741272,1.3875367641448975,1.4109458923339844,1.2737540006637573,1.0389721393585205,1.424219012260437,1.9239742755889893,1.5223890542984009,1.8732775449752808,1.500781536102295,2.0104947090148926,1.5522210597991943,2.016284227371216,1.4324127435684204,2.129607677459717,1.2216285467147827,2.040977716445923,4.875186443328857,0.8016188740730286,1.0372685194015503,0.7764620780944824,0.8364681601524353,0.7350193858146667,0.6883492469787598,1.264835238456726,1.8631151914596558,1.4620875120162964,1.5581222772598267,1.3635112047195435,2.207204818725586,1.2678194046020508,1.950914740562439,1.2957051992416382,2.3444859981536865,1.197933554649353,2.281914472579956,0.019999999552965164
1,6.594844665527344,1.1727832555770874,1.2069569826126099,1.0936065912246704,1.2564812898635864,1.0239936113357544,0.8410226702690125,1.3610596656799316,1.957411766052246,1.3805410861968994,1.830867052078247,1.397342324256897,1.9555877447128296,1.481508493423462,2.091719150543213,1.311879277229309,2.011218786239624,1.1455758810043335,1.9714863300323486,4.472422917683919,0.7436051964759827,0.8803634643554688,0.7232301831245422,0.8122590184211731,0.6830169558525085,0.629948079586029,1.1295636892318726,2.465665102005005,1.238120675086975,2.221203088760376,1.2343913316726685,2.807842254638672,1.1971683502197266,2.1361639499664307,1.185868740081787,2.8687479496002197,1.1029635667800903,2.8302242755889893,0.019999999552965164
2,6.1390962362289425,1.0637543201446533,1.1773051023483276,1.0602247714996338,1.1107169389724731,0.9160733819007874,0.8110212683677673,1.2926193475723267,1.8387149572372437,1.4046472311019897,1.9052739143371582,1.379124402999878,2.0537209510803223,1.446629285812378,2.084912061691284,1.2872806787490845,2.1040308475494385,1.1316794157028198,2.0655956268310547,5.065306504567464,0.8356632590293884,1.0013498067855835,0.8056833744049072,0.8419051766395569,0.8535968661308289,0.7271079421043396,1.2493735551834106,2.1754395961761475,1.3721318244934082,1.832496166229248,1.3782256841659546,2.465172529220581,1.3061513900756836,1.9754223823547363,1.3177448511123657,2.516864538192749,1.1934865713119507,2.530942678451538,0.019999999552965164
3,5.6383523178100585,0.9999948143959045,1.0433987379074097,0.9508489966392517,1.0642601251602173,0.8521362543106079,0.7277137041091919,1.2459872961044312,1.8450541496276855,1.2848924398422241,1.7136160135269165,1.2884832620620728,1.8711665868759155,1.3756415843963623,1.9520652294158936,1.2131242752075195,1.8990004062652588,1.0578533411026,1.7926007509231567,4.9296525319417315,0.7606792449951172,0.9633494019508362,0.8051609396934509,0.8358057141304016,0.8148143291473389,0.7498429417610168,1.1308403015136719,2.475069761276245,1.219174861907959,2.393559694290161,1.2304149866104126,2.9370625019073486,1.1938532590866089,2.299880027770996,1.1734163761138916,2.9208853244781494,1.0989103317260742,2.8719348907470703,0.019999999552965164
4,5.355701999664307,0.9553042650222778,1.0201150178909302,0.8735839128494263,1.0228583812713623,0.7982074618339539,0.6856329441070557,1.216475486755371,1.8035342693328857,1.2734107971191406,1.747137427330017,1.247768521308899,1.862247109413147,1.3513305187225342,1.9300446510314941,1.1700618267059326,1.8889366388320923,1.0349677801132202,1.8133397102355957,4.249377806981404,0.731945812702179,0.763931930065155,0.6941547989845276,0.8343088030815125,0.6611238121986389,0.5639125108718872,1.1484761238098145,1.8934732675552368,1.2042160034179688,1.8105359077453613,1.2363029718399048,2.2786810398101807,1.2753340005874634,1.6543828248977661,1.2077991962432861,2.325402021408081,1.0701199769973755,2.4802448749542236,0.019999999552965164
5,5.66370460987091,0.9970712065696716,1.0523704290390015,0.9570848345756531,1.0488249063491821,0.8721290826797485,0.7362239956855774,1.251867413520813,1.8360161781311035,1.303889513015747,1.737330675125122,1.2758358716964722,1.8104681968688965,1.3907341957092285,1.926585078239441,1.200577735900879,1.8771175146102905,1.0744682550430298,1.904176950454712,4.856662750244141,0.81715989112854,0.8962907195091248,0.8299384117126465,0.8786184191703796,0.7542036175727844,0.6804516315460205,1.2865818738937378,1.7492724657058716,1.4218822717666626,1.5599374771118164,1.44821298122406,1.9925251007080078,1.3874536752700806,1.5626732110977173,1.3519407510757446,2.0934503078460693,1.1990251541137695,2.167475700378418,0.019999999552965164
6,5.367900314331055,0.9247668981552124,1.0138720273971558,0.9144816398620605,0.9925427436828613,0.8195402026176453,0.7026969790458679,1.2061917781829834,1.7095881700515747,1.2665810585021973,1.6589901447296143,1.2638424634933472,1.7469831705093384,1.3347539901733398,1.8382363319396973,1.180224895477295,1.8021665811538696,1.0568766593933105,1.7576165199279785,4.167968352635701,0.7061931490898132,0.7753555178642273,0.6908507347106934,0.7516294121742249,0.661336362361908,0.5826031565666199,1.1457127332687378,1.99885094165802,1.2414823770523071,1.9537636041641235,1.2928810119628906,2.2110393047332764,1.2001924514770508,1.9044424295425415,1.238693356513977,2.2575390338897705,1.0929112434387207,2.381533622741699,0.019999999552965164
7,4.84316957950592,0.8402664661407471,0.9292744994163513,0.8191206455230713,0.9106462597846985,0.7137597799301147,0.6301020383834839,1.099784255027771,1.5460771322250366,1.1748480796813965,1.5682350397109985,1.1318031549453735,1.5240756273269653,1.2519798278808594,1.7529531717300415,1.0625826120376587,1.5952868461608887,0.9665302038192749,1.6586101055145264,4.747444947560628,0.8312275409698486,0.8871042728424072,0.7913414835929871,0.8734512329101562,0.7151550650596619,0.6491653323173523,1.2899023294448853,1.586466908454895,1.377063274383545,1.6395798921585083,1.3822399377822876,1.891860008239746,1.3968228101730347,1.4497257471084595,1.2878562211990356,2.0382864475250244,1.151872158050537,2.112607002258301,0.019999999552965164
8,4.9653490543365475,0.8565337657928467,0.9534050226211548,0.8362227082252502,0.9712810516357422,0.7151274085044861,0.6327793002128601,1.1208964586257935,1.569473385810852,1.197485327720642,1.5655516386032104,1.1396639347076416,1.5586416721343994,1.2541171312332153,1.7038666009902954,1.0802325010299683,1.6284739971160889,0.9857080578804016,1.6697590351104736,4.274303913116455,0.7261270880699158,0.7940912246704102,0.7055652141571045,0.752650260925293,0.6815654635429382,0.6143047213554382,1.1591601371765137,2.1238088607788086,1.235674262046814,2.0097789764404297,1.2544736862182617,2.4901864528656006,1.2460511922836304,1.8386467695236206,1.2131246328353882,2.4534003734588623,1.0971826314926147,2.424612283706665,0.019999999552965164
9,4.661605801582336,0.8383447527885437,0.8945075273513794,0.7493606805801392,0.8857220411300659,0.6959716081619263,0.5976997017860413,1.1080448627471924,1.5162924528121948,1.178917646408081,1.5295648574829102,1.0618314743041992,1.4061163663864136,1.2030657529830933,1.5797103643417358,1.0213384628295898,1.413974642753601,0.9494558572769165,1.5989773273468018,3.0533552169799805,0.48193037509918213,0.584202766418457,0.47361209988594055,0.597765326499939,0.4581657350063324,0.45767900347709656,0.8625401854515076,1.7635146379470825,0.925838053226471,1.8274844884872437,0.9268550872802734,2.0006601810455322,0.9132367968559265,1.6909918785095215,0.9066351056098938,2.1235573291778564,0.873051643371582,2.164137601852417,0.019999999552965164
