,loss,output_0_loss,output_1_loss,output_2_loss,output_3_loss,output_4_loss,output_5_loss,output_0_softmax_rsme,output_0_class_softmax_rmse_0,output_1_softmax_rsme,output_1_class_softmax_rmse_0,output_2_softmax_rsme,output_2_class_softmax_rmse_0,output_3_softmax_rsme,output_3_class_softmax_rmse_0,output_4_softmax_rsme,output_4_class_softmax_rmse_0,output_5_softmax_rsme,output_5_class_softmax_rmse_0,val_loss,val_output_0_loss,val_output_1_loss,val_output_2_loss,val_output_3_loss,val_output_4_loss,val_output_5_loss,val_output_0_softmax_rsme,val_output_0_class_softmax_rmse_0,val_output_1_softmax_rsme,val_output_1_class_softmax_rmse_0,val_output_2_softmax_rsme,val_output_2_class_softmax_rmse_0,val_output_3_softmax_rsme,val_output_3_class_softmax_rmse_0,val_output_4_softmax_rsme,val_output_4_class_softmax_rmse_0,val_output_5_softmax_rsme,val_output_5_class_softmax_rmse_0,lr
0,6.6261152648925785,0.7863618731498718,1.2655460834503174,0.8012296557426453,1.5727207660675049,0.7940409183502197,1.4062161445617676,0.8256201148033142,1.4144012928009033,1.3965535163879395,2.3225910663604736,1.0364655256271362,1.9974132776260376,1.917475700378418,2.4728052616119385,0.7977625131607056,1.5268324613571167,1.8091604709625244,2.5114290714263916,3.0208324591318765,0.2999846935272217,0.4477248191833496,0.4270097315311432,0.7560756206512451,0.43079158663749695,0.659246027469635,0.6528580188751221,2.2838542461395264,0.9520934224128723,2.778533935546875,0.9622495770454407,2.886246681213379,1.693475365638733,2.8036422729492188,0.7556447386741638,2.521196126937866,1.679221749305725,3.0767948627471924,0.019999999552965164
1,5.147408590316773,0.6240695714950562,1.0066412687301636,0.5524727702140808,1.2493122816085815,0.6044846773147583,1.110427737236023,0.7193218469619751,1.4952541589736938,1.2756661176681519,2.162402391433716,0.8712674975395203,1.7493433952331543,1.7501736879348755,2.4886341094970703,0.6739265322685242,1.4858511686325073,1.6825758218765259,2.5730044841766357,3.232279062271118,0.310145765542984,0.5317054390907288,0.4434438943862915,0.770118236541748,0.4384920299053192,0.7383735775947571,0.6769049763679504,2.085923194885254,0.990565299987793,2.5368478298187256,0.9321336150169373,2.875725030899048,1.7000545263290405,2.7946035861968994,0.7747165560722351,2.4448506832122803,1.6189961433410645,3.1096622943878174,0.019999999552965164
2,4.756120700836181,0.5595827102661133,0.8801814317703247,0.47492384910583496,1.155707597732544,0.6133983135223389,1.0723270177841187,0.6029996275901794,1.2585315704345703,1.215815782546997,2.217942237854004,0.8026357293128967,2.0032455921173096,1.711411476135254,2.510385751724243,0.6881746053695679,1.6298797130584717,1.6474583148956299,2.5203146934509277,3.42647393544515,0.394280344247818,0.549565315246582,0.4558908939361572,0.8863656520843506,0.45238742232322693,0.6879842877388,0.7624916434288025,2.0087480545043945,1.1569052934646606,2.4577083587646484,0.9846011996269226,2.880581855773926,1.8948177099227905,2.4688968658447266,0.7897976040840149,2.4636378288269043,1.5962022542953491,3.2037668228149414,0.019999999552965164
3,4.429534182548523,0.5593141317367554,0.85679030418396,0.43320024013519287,1.0599390268325806,0.5022715926170349,1.0180188417434692,0.6335037350654602,1.4732460975646973,1.198487401008606,2.211473226547241,0.7978834509849548,2.0918285846710205,1.6701792478561401,2.433753252029419,0.5924845337867737,1.270271897315979,1.6209619045257568,2.456772565841675,2.6928635040918985,0.2788953483104706,0.44552597403526306,0.44302237033843994,0.5820335745811462,0.39106079936027527,0.5523253083229065,0.6256476044654846,2.3073558807373047,0.9263215661048889,2.6620047092437744,0.9100731015205383,2.88987135887146,1.3862260580062866,3.186959981918335,0.7312684059143066,2.429917097091675,1.404618263244629,3.4474246501922607,0.019999999552965164
4,4.440894937515258,0.5127670764923096,0.8385822772979736,0.47382792830467224,1.0854748487472534,0.5120733976364136,1.0181697607040405,0.6505595445632935,1.3035465478897095,1.2386225461959839,2.149923801422119,0.8096521496772766,1.7929054498672485,1.6682225465774536,2.3635268211364746,0.6213567852973938,1.498581051826477,1.582442283630371,2.452655076980591,2.8786469300587973,0.32497820258140564,0.5006234049797058,0.429656982421875,0.6119195818901062,0.4211927652359009,0.5902759432792664,0.6638800501823425,2.165357828140259,0.9973642230033875,2.517852783203125,0.9243009686470032,2.957810163497925,1.4578229188919067,2.845693588256836,0.7634403705596924,2.4783222675323486,1.4694037437438965,3.1653826236724854,0.019999999552965164
5,4.434666366577148,0.5374267101287842,0.8579129576683044,0.48930251598358154,1.029383659362793,0.538107693195343,0.982532799243927,0.6682023406028748,1.5662016868591309,1.223728895187378,2.4065020084381104,0.8390217423439026,2.053499221801758,1.5997192859649658,2.1977388858795166,0.6435493230819702,1.5497413873672485,1.560041904449463,2.3113045692443848,2.940868854522705,0.301334947347641,0.4910789430141449,0.41496512293815613,0.6389577984809875,0.42670127749443054,0.6678307056427002,0.6521658897399902,2.2288877964019775,1.0151201486587524,2.5157103538513184,0.9406008720397949,2.9551010131835938,1.5567125082015991,2.93428111076355,0.7558109164237976,2.557812452316284,1.5744191408157349,3.1897706985473633,0.019999999552965164
6,4.299056739807129,0.5030851364135742,0.7965057492256165,0.4719085693359375,1.0127265453338623,0.513527512550354,1.0013030767440796,0.6210551261901855,1.508119821548462,1.2272735834121704,2.3218436241149902,0.8293460011482239,2.044109344482422,1.6363279819488525,2.357672929763794,0.6129882335662842,1.4466029405593872,1.5892853736877441,2.293959140777588,2.441861907641093,0.2697751224040985,0.3825981616973877,0.393973708152771,0.5394847393035889,0.3879069983959198,0.46812328696250916,0.6053311228752136,2.275808811187744,0.8400618433952332,2.439547538757324,0.8647753596305847,2.8225257396698,1.2022184133529663,3.1524651050567627,0.7213717103004456,2.4898955821990967,1.257676601409912,3.397977828979492,0.019999999552965164
7,3.9094774675369264,0.4743884801864624,0.7169212102890015,0.4130447506904602,0.9325603246688843,0.4713776111602783,0.9011852145195007,0.5947719812393188,1.3631106615066528,1.1207507848739624,2.1346004009246826,0.7767595052719116,1.9242217540740967,1.5046586990356445,2.228558301925659,0.599218487739563,1.522767186164856,1.4749493598937988,2.2658708095550537,3.1453499794006348,0.3445897102355957,0.5024010539054871,0.4206937253475189,0.7213310599327087,0.4169708788394928,0.7393636107444763,0.6883375644683838,2.0401604175567627,1.044411063194275,2.449037551879883,0.9418368339538574,2.861872434616089,1.712222695350647,2.6367299556732178,0.7604577541351318,2.473247766494751,1.6999386548995972,2.903122663497925,0.019999999552965164
8,4.123310923576355,0.4688125550746918,0.7953031659126282,0.4364529848098755,0.9780703186988831,0.5225047469139099,0.9221670627593994,0.635560929775238,1.4834588766098022,1.1572319269180298,2.077495574951172,0.845797598361969,2.056701421737671,1.4987246990203857,1.970698356628418,0.6319977641105652,1.3393019437789917,1.4993376731872559,2.230355978012085,2.882189989089966,0.3320179581642151,0.4932686388492584,0.418771892786026,0.6237915754318237,0.42217063903808594,0.5921693444252014,0.6863548159599304,2.125627040863037,1.02435302734375,2.371506452560425,0.9420846104621887,2.7926197052001953,1.5149179697036743,2.7849366664886475,0.7647390365600586,2.435378313064575,1.5315393209457397,3.1401288509368896,0.019999999552965164
9,3.9844977331161497,0.49476319551467896,0.7666860222816467,0.4195275902748108,0.9314908385276794,0.46701252460479736,0.9050175547599792,0.6134037971496582,1.287489891052246,1.1334096193313599,1.9353570938110352,0.80597323179245,1.703912615776062,1.4230908155441284,1.9617315530776978,0.5836085677146912,1.3936047554016113,1.423763632774353,2.0549798011779785,2.572170893351237,0.24635271728038788,0.44506239891052246,0.42056551575660706,0.5367066264152527,0.4191091060638428,0.5043744444847107,0.5906057953834534,2.251666784286499,0.9274134635925293,2.3429248332977295,0.8957098126411438,3.0070860385894775,1.3086105585098267,2.7047483921051025,0.7375454306602478,2.5107059478759766,1.33332359790802,2.9484965801239014,0.019999999552965164
