,loss,softmax_rsme,class_softmax_rmse_0,val_loss,val_softmax_rsme,val_class_softmax_rmse_0,lr
0,1.222771120071411,1.31283438205719,1.3698896169662476,0.713428523678046,1.1809569597244263,1.2060719728469849,0.019999999552965164
1,1.042147142092387,1.1296929121017456,1.1998348236083984,0.6789316741319803,1.2597111463546753,1.0431063175201416,0.019999999552965164
2,0.920854947566986,1.0023467540740967,1.0745768547058105,1.1131168030775511,1.5560721158981323,0.7578989267349243,0.019999999552965164
3,0.8984525966644287,0.9768306612968445,1.0648244619369507,0.9284449953299302,1.3709778785705566,0.8554197549819946,0.019999999552965164
4,0.8432623640696207,0.9220561981201172,1.0048319101333618,1.0494526487130384,1.478371262550354,0.940890908241272,0.019999999552965164
5,0.822284288406372,0.8920331001281738,0.953443706035614,0.46912962656754714,0.8345322012901306,0.9791845679283142,0.019999999552965164
6,0.8078102294603984,0.8734801411628723,0.9373186230659485,0.5395695979778583,0.9363969564437866,0.8761380910873413,0.019999999552965164
7,0.7889677540461222,0.8631868362426758,0.9182533621788025,0.6084109498904302,0.9820923209190369,0.7745474576950073,0.019999999552965164
8,0.7665833381811777,0.8434356451034546,0.9135985374450684,0.2664211062857738,0.5522746443748474,0.8849017024040222,0.019999999552965164
9,0.6976266924540202,0.7876619696617126,0.8635511994361877,0.603594822379259,0.9520784616470337,0.7199277877807617,0.019999999552965164
10,0.7280773742993673,0.8216063976287842,0.8901911377906799,1.082875907421112,1.436285138130188,0.7453587651252747,0.019999999552965164
11,0.6787057773272196,0.758378267288208,0.8317347764968872,1.003550647543027,1.3128585815429688,0.7756365537643433,0.019999999552965164
12,0.7387377572059631,0.8200894594192505,0.8879299163818359,0.39029223672472513,0.7429503202438354,0.8803250193595886,0.019999999552965164
13,0.6727138129870097,0.7641645669937134,0.8251034617424011,0.5806131523389083,0.9602676630020142,0.8163567185401917,0.019999999552965164
14,0.6880690626303355,0.7749598622322083,0.8211848139762878,0.4930514240494141,0.8282121419906616,0.8362181782722473,0.019999999552965164
15,0.6723104520638784,0.7672857642173767,0.8279529809951782,0.3365808713894624,0.6392103433609009,0.8930089473724365,0.019999999552965164
16,0.6253891817728678,0.7286451458930969,0.7769474983215332,0.35059738187835765,0.6564125418663025,0.8900169730186462,0.019999999552965164
17,0.6793456037839254,0.7679645419120789,0.8295736908912659,0.30612001940608025,0.6020498871803284,0.8507351279258728,0.019999999552965164
18,0.599609211285909,0.6940409541130066,0.7624637484550476,1.1208968116686895,1.3016823530197144,0.6420405507087708,0.019999999552965164
19,0.6533463295300802,0.7588207721710205,0.7966832518577576,0.3467459316866902,0.6555156707763672,0.8120113611221313,0.019999999552965164
20,0.6172665186723073,0.7129263281822205,0.7588480710983276,0.8734574661805079,1.200485110282898,0.7767737507820129,0.019999999552965164
21,0.6169808479150136,0.7120487093925476,0.7574312090873718,0.28120470591462576,0.5595730543136597,0.772620439529419,0.009999999776482582
22,0.6135231665770213,0.7050485014915466,0.7550601959228516,0.34439681814267087,0.643219530582428,0.7448750734329224,0.009999999776482582
23,0.6115022651354471,0.707689642906189,0.7636010646820068,0.3695136632483739,0.6775235533714294,0.7362824082374573,0.009999999776482582
24,0.5927571558952331,0.7082585692405701,0.755828320980072,0.33303939608427197,0.63547283411026,0.7713004350662231,0.009999999776482582
25,0.5667993144194285,0.6581395268440247,0.7089877724647522,0.41074242528814536,0.7181549072265625,0.6834334135055542,0.009999999776482582
26,0.605354965130488,0.7202416658401489,0.7461892366409302,0.3719607058625955,0.6876542568206787,0.8962649703025818,0.009999999776482582
27,0.5687299517790476,0.6585775017738342,0.7244110703468323,0.4933861969755246,0.81461501121521,0.6640983819961548,0.009999999776482582
28,0.6208246286710103,0.7276217937469482,0.7539806365966797,0.27682628869437254,0.5391764044761658,0.8268247246742249,0.009999999776482582
29,0.5690904601414999,0.6712345480918884,0.7093284726142883,0.5150909704657701,0.845825731754303,0.6890102028846741,0.009999999776482582
30,0.5758735736211141,0.6947171092033386,0.740848183631897,0.40605877368496013,0.7235006093978882,0.76404869556427,0.009999999776482582
31,0.6054838446776072,0.7073732614517212,0.7388681173324585,0.30488854474746263,0.5839599370956421,0.7436343431472778,0.009999999776482582
32,0.5369509239991506,0.6545175313949585,0.6889975666999817,0.6659528624552947,0.9958692789077759,0.7604851126670837,0.009999999776482582
33,0.5793508927027384,0.6795884966850281,0.71321702003479,0.3061446722310323,0.5830851793289185,0.7686975002288818,0.009999999776482582
34,0.5268903982639312,0.6346216201782227,0.6758743524551392,0.45373518879597,0.752446174621582,0.7169385552406311,0.009999999776482582
35,0.5737484085559845,0.6910102963447571,0.7303572297096252,0.25321190994089615,0.4768734276294708,0.9250984787940979,0.009999999776482582
36,0.5355134034156799,0.6413310766220093,0.6879149675369263,0.8028293160291818,1.1098965406417847,0.8069633841514587,0.009999999776482582
37,0.5779393025239309,0.6911258697509766,0.7206351161003113,0.29331576423003125,0.5582107901573181,0.8438624143600464,0.009999999776482582
38,0.549053111076355,0.6661503314971924,0.6896100640296936,0.4173651956594907,0.7243655323982239,0.8630654215812683,0.009999999776482582
39,0.5391349546114603,0.6576350927352905,0.6925657391548157,0.3986823375408466,0.6723579168319702,0.8972365856170654,0.009999999776482582
40,0.5561694367726644,0.662335991859436,0.7080812454223633,0.30137818980102354,0.5741561055183411,0.792716383934021,0.009999999776482582
