,loss,mae,rmse,filter_0_rmse
0,18.608604152679444,2.911344528198242,3.724752426147461,3.6317214965820312
1,6.2897028102874755,1.953609585762024,2.459296941757202,2.3332080841064453
2,5.332510269165039,1.7644118070602417,2.2546310424804688,2.1296045780181885
3,4.92384951210022,1.673010230064392,2.1548027992248535,2.077003240585327
4,4.390227680206299,1.5760482549667358,2.0332188606262207,1.9340580701828003
5,3.990677738189697,1.5072782039642334,1.9379749298095703,1.9157625436782837
6,3.725875347137451,1.4483128786087036,1.8739652633666992,1.739894986152649
7,3.6169554595947266,1.4255670309066772,1.841808557510376,1.9145839214324951
8,3.3742186813354493,1.3821241855621338,1.781518578529358,1.6642817258834839
9,3.0910623292922974,1.3084955215454102,1.705339789390564,1.5741674900054932
10,2.970786777496338,1.2883999347686768,1.667751669883728,1.5715267658233643
11,2.7104805822372438,1.2232604026794434,1.5963621139526367,1.532665729522705
12,2.6520687532424927,1.2126816511154175,1.5835225582122803,1.4654474258422852
13,2.4175492620468138,1.1727991104125977,1.507948875427246,1.4642555713653564
14,2.373252520561218,1.1589716672897339,1.4996545314788818,1.3510974645614624
15,2.2493983850479125,1.113357663154602,1.4564353227615356,1.365187406539917
16,2.121620526313782,1.099408745765686,1.415533423423767,1.3514208793640137
17,2.0576781845092773,1.068723201751709,1.3949635028839111,1.3500502109527588
18,2.0084282398223876,1.0633654594421387,1.3851841688156128,1.3793524503707886
19,1.9176831674575805,1.0355995893478394,1.3497766256332397,1.2564324140548706
20,1.8049584102630616,1.0021344423294067,1.3097318410873413,1.2498005628585815
21,1.7322947030067444,0.9890902638435364,1.2850416898727417,1.2924655675888062
22,1.730345495223999,0.9828943014144897,1.2881040573120117,1.1940858364105225
23,1.629975980758667,0.9554323554039001,1.2449485063552856,1.1472082138061523
24,1.629721682548523,0.95308917760849,1.2459001541137695,1.179841160774231
25,1.5288151087760926,0.9341484308242798,1.209376573562622,1.074223279953003
26,1.5444775028228759,0.9393282532691956,1.2161870002746582,1.1442577838897705
27,1.4971424021720887,0.920010507106781,1.197654128074646,1.1365123987197876
28,1.4267971801757813,0.8915382623672485,1.170864224433899,1.0684430599212646
29,1.3375059380531311,0.8700411319732666,1.1318763494491577,1.0268393754959106
30,1.4095023894309997,0.8881298303604126,1.1609810590744019,1.055916428565979
31,1.3823141384124755,0.8748020529747009,1.1492981910705566,1.09628164768219
32,1.3275868797302246,0.866710364818573,1.1234073638916016,1.0180723667144775
33,1.2633538393974304,0.8436299562454224,1.0950003862380981,0.9976530075073242
34,1.2641570558547974,0.8398852348327637,1.0977085828781128,1.0070173740386963
35,1.2216713614463806,0.8323945999145508,1.0774216651916504,0.9893078804016113
36,1.2380936427116394,0.8330374956130981,1.0832040309906006,1.0072910785675049
37,1.248575662612915,0.836466908454895,1.0908743143081665,1.02901029586792
38,1.155738712310791,0.8048580288887024,1.0473659038543701,0.9776800274848938
39,1.1719514126777648,0.8084133863449097,1.0530719757080078,0.9874028563499451
40,1.1998826990127562,0.8105242848396301,1.0643185377120972,0.9522954225540161
41,1.1403535776138305,0.8009577393531799,1.0404473543167114,1.0643630027770996
42,1.0963879356384276,0.7817364931106567,1.020602822303772,0.9610623121261597
43,1.1167766132354737,0.7821447253227234,1.0283656120300293,0.9527830481529236
44,1.1421686291694642,0.7960466742515564,1.0404314994812012,0.9686447978019714
45,1.0890139122009277,0.7747936844825745,1.0156110525131226,0.9388591647148132
46,1.0775401620864868,0.7671485543251038,1.0091779232025146,0.9484192728996277
47,1.0876431794166566,0.7770261764526367,1.0133637189865112,0.9523600935935974
48,1.0507686576843263,0.7687643766403198,0.9975132346153259,0.9820722937583923
49,1.040699877500534,0.7520864605903625,0.9919682741165161,0.9453532099723816
50,1.054195476770401,0.7667228579521179,1.000141978263855,0.9246927499771118
51,1.0241252517700195,0.757588267326355,0.982938826084137,0.902179479598999
52,0.9752073876857758,0.7339955568313599,0.9592154026031494,0.8766562342643738
53,1.018205738067627,0.7459992170333862,0.9791867136955261,0.9029343128204346
54,0.9753777856826782,0.7297559976577759,0.9616490006446838,0.8289955854415894
55,0.9677982203960419,0.7352005839347839,0.9583085179328918,0.8977802395820618
56,1.0077899527549743,0.7403502464294434,0.9734581112861633,0.9536225199699402
57,0.9398636755943298,0.7200784683227539,0.944064199924469,0.8842629790306091
58,1.0039461228847504,0.7424911856651306,0.9722986221313477,0.9306339025497437
59,1.0129042210578918,0.7451656460762024,0.9797155261039734,0.892512857913971
60,0.9800815982818604,0.7296097278594971,0.9580705165863037,0.8977281451225281
61,0.9678474168777466,0.7235063314437866,0.9521876573562622,0.8873782157897949
62,0.8839364008903503,0.6945576071739197,0.9132868051528931,0.8501406311988831
63,0.8903756816387176,0.7001970410346985,0.9167706966400146,0.8842676877975464
64,0.9079565374851227,0.6997308135032654,0.9266454577445984,0.8492581844329834
65,0.9006098392009735,0.7034988403320312,0.9238461852073669,0.8595640659332275
66,0.8977176558971405,0.6959324479103088,0.9160346388816833,0.8711410760879517
67,0.9452742738723755,0.7187561392784119,0.9417296648025513,0.833894670009613
68,0.8605294103622436,0.6886348128318787,0.8994210958480835,0.867019534111023
69,0.9065263926982879,0.7072764039039612,0.9221317768096924,0.8405673503875732
70,0.8695705933570862,0.6905366778373718,0.9020993113517761,0.8647996783256531
71,0.8858573708534241,0.6931454539299011,0.9053326845169067,0.8579409122467041
72,0.8496247782707215,0.6810912489891052,0.891065776348114,0.8246961236000061
73,0.9413611133098603,0.7126830220222473,0.9372022747993469,0.8484282493591309
74,0.8801796181201935,0.6890459656715393,0.9053934216499329,0.8661882281303406
75,0.8079106962680817,0.6633430123329163,0.8710528612136841,0.7558356523513794
76,0.8751705956459045,0.6886757016181946,0.899250864982605,0.7811532020568848
77,0.7931241812705994,0.657971978187561,0.8648189902305603,0.8300246000289917
78,0.8443713982105255,0.67545485496521,0.8883157968521118,0.7816717028617859
79,0.7685844664573669,0.6438723206520081,0.8485299944877625,0.7823324203491211
80,0.8480226380825042,0.678193211555481,0.8879917860031128,0.8003240823745728
81,0.8440318062305451,0.6721002459526062,0.8829563856124878,0.8535099029541016
82,0.8281960988044739,0.6699609756469727,0.8787715435028076,0.8401479125022888
83,0.8495632288455963,0.6740435361862183,0.8879427313804626,0.8521747589111328
84,0.806350795507431,0.6586955785751343,0.8676367998123169,0.7947327494621277
85,0.8046998353004455,0.661230206489563,0.8674275279045105,0.8433796167373657
86,0.8358802344799042,0.6694934964179993,0.8797417283058167,0.8178707361221313
87,0.7775564970970154,0.6477421522140503,0.8525035381317139,0.7588191032409668
88,0.7786794471740722,0.6432332396507263,0.8493462800979614,0.7847602367401123
89,0.777569816827774,0.6458467841148376,0.8524270057678223,0.7718287706375122
90,0.7643754465579986,0.643082857131958,0.8460463285446167,0.7450969815254211
91,0.7864553780555725,0.6522616744041443,0.8532617688179016,0.8319907784461975
92,0.7985820598602295,0.655399739742279,0.8606747984886169,0.7907379865646362
93,0.7372218403816223,0.6274603009223938,0.82989501953125,0.7448558211326599
94,0.7709794461727142,0.6466087698936462,0.846010684967041,0.7693183422088623
95,0.7882210471630097,0.6467861533164978,0.8504959940910339,0.7802437543869019
96,0.6984320502281189,0.6171279549598694,0.8076696395874023,0.7629854083061218
97,0.7528024046421051,0.63606858253479,0.8383229970932007,0.7762682437896729
98,0.7468621182441711,0.634071409702301,0.8325183391571045,0.7515882253646851
99,0.7513725025653839,0.6389541625976562,0.8362045288085938,0.7421238422393799
100,0.7588940963745118,0.6432828307151794,0.83741694688797,0.7653008699417114
101,0.7769048535823821,0.6484468579292297,0.8481382131576538,0.7984519600868225
102,0.7288980669975281,0.6303288340568542,0.8192360401153564,0.7832434773445129
103,0.7348402423858642,0.6263721585273743,0.8192469477653503,0.745077908039093
104,0.7717108747959137,0.6478012800216675,0.8394458293914795,0.8176108598709106
105,0.6843717985153198,0.6058518290519714,0.7962262034416199,0.7463701367378235
106,0.6822055704593658,0.6026231050491333,0.7999883890151978,0.7426735758781433
107,0.6650162496566773,0.5932905673980713,0.7849470973014832,0.7213428616523743
108,0.7062581870555877,0.6118416786193848,0.8110421299934387,0.7104502320289612
109,0.6940395324230194,0.6129531264305115,0.80427485704422,0.7511230707168579
110,0.6914935646057129,0.6143403053283691,0.8000434041023254,0.7940565347671509
111,0.7596772999763489,0.6413974761962891,0.8343685269355774,0.7957793474197388
112,0.6999091889858245,0.6138547658920288,0.8061933517456055,0.7362741231918335
113,0.6863223271369934,0.5994219779968262,0.7965906858444214,0.7758466601371765
114,0.7263049962520599,0.6272764205932617,0.8176459670066833,0.7977847456932068
115,0.682423898935318,0.6077854037284851,0.794782817363739,0.7897589206695557
116,0.6995796654224395,0.6115073561668396,0.8048750162124634,0.7576103806495667
117,0.7096399269104003,0.6165914535522461,0.8066843748092651,0.7611518502235413
118,0.7101205368041992,0.6182297468185425,0.8068671226501465,0.7514805793762207
119,0.667918555021286,0.5964759588241577,0.7835082411766052,0.7258449792861938
120,0.6913327112197876,0.6128942370414734,0.8004213571548462,0.7717328667640686
121,0.6617643980979919,0.5932952165603638,0.7781327962875366,0.7124513387680054
122,0.7078254442214966,0.6179074645042419,0.8073055148124695,0.7411664724349976
123,0.6522033851146698,0.5856320261955261,0.7718263864517212,0.755204439163208
124,0.6520161819458008,0.583645761013031,0.7719457745552063,0.7070162892341614
125,0.6155197823047638,0.5729719996452332,0.7555168867111206,0.714451253414154
126,0.6414132425785065,0.5887420177459717,0.766817569732666,0.7643941044807434
127,0.6934458010196686,0.6067361831665039,0.7967616319656372,0.7459115982055664
128,0.6597494411468506,0.5975779294967651,0.7809134721755981,0.7197152376174927
129,0.6773027205467224,0.5998482704162598,0.7886147499084473,0.7230949997901917
130,0.667817134141922,0.5910292267799377,0.7792550325393677,0.7217395305633545
131,0.6124077076911927,0.5764829516410828,0.7531778216362,0.6823228597640991
132,0.629832624912262,0.5811671018600464,0.7608492374420166,0.7398201823234558
133,0.6770491478443146,0.6001017093658447,0.7856137156486511,0.7639894485473633
134,0.6362052965164184,0.5782194137573242,0.7616949677467346,0.6698480844497681
135,0.6444279091358185,0.5901078581809998,0.7676495313644409,0.782219409942627
136,0.656478592634201,0.5864095687866211,0.7714747190475464,0.7125735282897949
137,0.5971051731109619,0.5662018060684204,0.7431302666664124,0.7028234601020813
138,0.647945704460144,0.5879273414611816,0.7674428224563599,0.7182887196540833
139,0.6479160206317902,0.585862398147583,0.7641381621360779,0.7457635402679443
140,0.6279512553215026,0.5823850631713867,0.7567518949508667,0.7253338098526001
141,0.6417826788425446,0.5798122882843018,0.7682561874389648,0.7161791324615479
142,0.6013450969457627,0.5658161640167236,0.7372854351997375,0.6840392351150513
143,0.6282223620414734,0.5737881064414978,0.7537820339202881,0.6770852208137512
144,0.6390126810073853,0.5831986665725708,0.7657611966133118,0.7224974036216736
145,0.6457420918941498,0.5867670774459839,0.7632700204849243,0.7601052522659302
146,0.6368140624761581,0.5829921960830688,0.7591436505317688,0.6948246955871582
147,0.6114783281087875,0.5711904168128967,0.7524815201759338,0.7148061394691467
148,0.5783872480392456,0.559751570224762,0.7313416600227356,0.6694947481155396
149,0.6210205134153366,0.5789021849632263,0.7523413896560669,0.7184197902679443
150,0.6348078722953796,0.5790296792984009,0.7579959630966187,0.728523850440979
151,0.6420183155536652,0.5792885422706604,0.7626479864120483,0.7448920607566833
152,0.5903970628976822,0.5583001971244812,0.734477162361145,0.6958170533180237
153,0.6264803578853607,0.57524174451828,0.7544893622398376,0.676444947719574
154,0.6467622609138489,0.5866174101829529,0.7600509524345398,0.6988298892974854
155,0.6406664614677429,0.5767285227775574,0.7634893655776978,0.7248302102088928
156,0.5855752446651459,0.553387463092804,0.7326822876930237,0.6650682687759399
157,0.5685208895206452,0.549919605255127,0.7195426821708679,0.6378582119941711
158,0.570785813331604,0.5486247539520264,0.7189331650733948,0.6747186183929443
159,0.5611128772497177,0.5440553426742554,0.7113388776779175,0.662000834941864
160,0.5753978278636932,0.5528581142425537,0.7229489684104919,0.6797704100608826
161,0.5895147035121918,0.5650150179862976,0.7354255318641663,0.7021355628967285
162,0.5368503472805023,0.5294668674468994,0.7021016478538513,0.6510739326477051
163,0.5844784727096558,0.5430688261985779,0.7250655293464661,0.6920793652534485
164,0.5651779792308808,0.5460590720176697,0.7183032035827637,0.674820065498352
165,0.5892046308517456,0.5596411824226379,0.73307204246521,0.7017639875411987
166,0.5619304270744324,0.5441856980323792,0.7165521383285522,0.6584065556526184
167,0.5925719151496888,0.5543076395988464,0.7294138669967651,0.7136860489845276
168,0.5915170142650604,0.5555285215377808,0.7341275215148926,0.6956833600997925
169,0.5521717817783356,0.5382960438728333,0.7121647000312805,0.6779486536979675
170,0.554183643937111,0.5379506945610046,0.7091359496116638,0.6849116086959839
171,0.5728349351882934,0.5425010323524475,0.7198483347892761,0.6900331974029541
172,0.5824037115573883,0.554669976234436,0.7280020117759705,0.6835430264472961
173,0.5713231563568115,0.5461107492446899,0.719657838344574,0.6684682965278625
174,0.5488164660930633,0.5391928553581238,0.7078172564506531,0.6901854276657104
175,0.5725813009738923,0.5489872097969055,0.7206265330314636,0.6573123335838318
176,0.5023692351579666,0.5164785981178284,0.6782468557357788,0.6208915114402771
177,0.5771843535900116,0.55667644739151,0.7243486046791077,0.6955742835998535
178,0.5881110377311707,0.5548789501190186,0.7279531359672546,0.6686394214630127
179,0.5640695513486862,0.5465585589408875,0.7120838165283203,0.6590284109115601
180,0.5625525313615799,0.5466951727867126,0.7113960981369019,0.6782864928245544
181,0.5481331014633178,0.5311770439147949,0.700491189956665,0.6478202939033508
182,0.573619745016098,0.5466479659080505,0.72014981508255,0.6877432465553284
183,0.5493923830986023,0.5436047911643982,0.7086595296859741,0.676910936832428
184,0.5310877211093903,0.5339686870574951,0.69917231798172,0.6683275103569031
185,0.5599013646841049,0.5407945513725281,0.7103228569030762,0.6870298981666565
186,0.5494859020709991,0.5340682864189148,0.7032057642936707,0.682778537273407
187,0.5360397961139679,0.535205066204071,0.6976626515388489,0.6642600893974304
188,0.5643947530984879,0.5366089940071106,0.7175714373588562,0.6930052042007446
189,0.5123702074289322,0.5214524865150452,0.6821527481079102,0.6440309286117554
190,0.5476852815151214,0.5331763625144958,0.7012233138084412,0.6434757709503174
191,0.5949490468502044,0.5567687749862671,0.7286632061004639,0.6900468468666077
192,0.5150790178775787,0.5247356295585632,0.6870425343513489,0.6581733822822571
193,0.5813618216514588,0.5519636869430542,0.719071090221405,0.6952253580093384
194,0.55155157995224,0.5402196049690247,0.7046538591384888,0.665027379989624
195,0.5670628881454468,0.5392183661460876,0.7102142572402954,0.7065669298171997
196,0.5246488174200058,0.523774266242981,0.6881968975067139,0.6601637601852417
197,0.5531798360347748,0.5300918817520142,0.7032836079597473,0.6014842987060547
198,0.5223374654054642,0.5281444191932678,0.6903012990951538,0.6422431468963623
199,0.5089899510145187,0.5132920742034912,0.6780475974082947,0.62935471534729
200,0.5146643064022064,0.5167544484138489,0.6817439198493958,0.6799024343490601
201,0.5347347912788392,0.5227590203285217,0.6889344453811646,0.6600403785705566
202,0.49643502235412595,0.5101891160011292,0.6744848489761353,0.5972203016281128
203,0.5297569336891175,0.5192638635635376,0.6898337602615356,0.6546153426170349
204,0.48171777606010435,0.5002543926239014,0.6633511781692505,0.6262935996055603
205,0.502713519692421,0.5148060321807861,0.6770415306091309,0.6758425831794739
206,0.5115481407642365,0.5169466733932495,0.6780415177345276,0.6133121252059937
207,0.49756267499923706,0.5112611651420593,0.6728603839874268,0.6482056379318237
208,0.5204639995098114,0.5207791924476624,0.6849995851516724,0.68659907579422
209,0.5345253148078919,0.526562511920929,0.6911524534225464,0.6589100360870361
210,0.540081884264946,0.5266354084014893,0.6937583684921265,0.6350082159042358
211,0.48347912466526033,0.5021600723266602,0.659542441368103,0.610859215259552
212,0.5602038980722427,0.5432029962539673,0.709686815738678,0.6293396353721619
213,0.5105551470518113,0.520235538482666,0.6796863675117493,0.6545597314834595
214,0.534905238032341,0.5242553353309631,0.6908157467842102,0.6381401419639587
215,0.5332893493175507,0.5263190269470215,0.6930544972419739,0.6708639860153198
216,0.5175183849334717,0.5202656388282776,0.6828241944313049,0.6491763591766357
217,0.5120672694444657,0.5206040740013123,0.6831130981445312,0.6403928995132446
218,0.46302552914619444,0.4941892921924591,0.6504751443862915,0.6273236274719238
219,0.530926515698433,0.5276198387145996,0.6862253546714783,0.6590694785118103
220,0.49056409096717835,0.5025004148483276,0.667079746723175,0.6381020545959473
221,0.5130756877660752,0.5218202471733093,0.6776139736175537,0.6324605941772461
222,0.5264874411821365,0.525783360004425,0.6891579627990723,0.6515539288520813
223,0.4854477192163467,0.49976393580436707,0.6628552079200745,0.6131173968315125
224,0.5049901543855667,0.5145678520202637,0.6755855083465576,0.6398473381996155
225,0.5159087953567505,0.5172190070152283,0.6765952110290527,0.6242125034332275
226,0.5384819729328155,0.5316851735115051,0.6955159902572632,0.6826283931732178
227,0.5174412463903427,0.51743084192276,0.6829602122306824,0.6226119995117188
228,0.48544424736499786,0.5003763437271118,0.6586175560951233,0.6120902299880981
229,0.4994156203269958,0.5080579519271851,0.6658802628517151,0.6277459263801575
230,0.5009580045938492,0.5083091855049133,0.6716662049293518,0.6284878253936768
231,0.5099456562995911,0.5054411888122559,0.6800922751426697,0.6264781951904297
232,0.5104146217107772,0.5228597521781921,0.6785928606987,0.6580199003219604
233,0.5285710946321488,0.5287950038909912,0.6858140230178833,0.6298565864562988
234,0.529566687464714,0.5317400693893433,0.6889359951019287,0.6816744208335876
235,0.5215678360462189,0.5188806056976318,0.6810101270675659,0.6721664667129517
236,0.5028996670246124,0.5089141130447388,0.6776533722877502,0.6430924534797668
237,0.5091421213150025,0.5127567648887634,0.672164261341095,0.6694152355194092
238,0.4923747845888138,0.5048448443412781,0.6616302132606506,0.6090415716171265
239,0.5210224974155426,0.5168504118919373,0.6817367672920227,0.6367983222007751
240,0.5121366589069366,0.5090659260749817,0.6724116206169128,0.6510178446769714
241,0.49820476031303407,0.512218177318573,0.6713722348213196,0.6368843913078308
242,0.5099025156497955,0.5182491540908813,0.6767719388008118,0.6741100549697876
243,0.4847918827533722,0.5011631846427917,0.6629201769828796,0.6294660568237305
244,0.5479761166572571,0.5323811173439026,0.6960267424583435,0.6724308729171753
245,0.4994134701490402,0.5011560320854187,0.6630651950836182,0.6223651766777039
246,0.5252328174114227,0.5170554518699646,0.686795175075531,0.6524215340614319
247,0.5237283934354782,0.5226622819900513,0.680997371673584,0.6288713216781616
248,0.4993551361560822,0.5125327110290527,0.6681757569313049,0.617649495601654
249,0.48542738378047945,0.503275454044342,0.6604720950126648,0.6133198738098145
250,0.505090027809143,0.5134526491165161,0.6739787459373474,0.6192771792411804
251,0.4814409199953079,0.5048003792762756,0.6590575575828552,0.5826032161712646
252,0.4840325949192047,0.5028051137924194,0.658642053604126,0.6216790676116943
253,0.5145020579099655,0.5197778940200806,0.6802265644073486,0.6496873497962952
