,loss,binary_accuracy,brier_score
0,0.06045576146182915,0.7120768427848816,0.19330145418643951
1,0.047368751735323004,0.7736002802848816,0.16321615874767303
2,0.042750015531459615,0.7996419072151184,0.14983756840229034
3,0.04297171111425592,0.8005099892616272,0.14939561486244202
4,0.03943952972379824,0.8205295205116272,0.13818255066871643
5,0.03786539612337947,0.8253037929534912,0.13329866528511047
6,0.03528805686316142,0.8379991054534912,0.12533728778362274
7,0.03675327479787585,0.83154296875,0.12659354507923126
8,0.034378921289721295,0.8422309160232544,0.12093918770551682
9,0.033217109015418425,0.8496636152267456,0.11751659959554672
10,0.03213624833410399,0.8544921875,0.11271695047616959
11,0.031413951908083014,0.8601887822151184,0.10926564782857895
12,0.03065398927881486,0.8577473759651184,0.1093544140458107
13,0.02940068205094172,0.8665364384651184,0.10405348986387253
14,0.02776928922523641,0.8724501132965088,0.09979711472988129
15,0.02850539992666907,0.8735893964767456,0.09869658946990967
16,0.02795200545935788,0.8747287392616272,0.09823301434516907
17,0.026414560102340248,0.8845486044883728,0.0937042310833931
18,0.026740074668648757,0.87890625,0.09432212263345718
19,0.02508880392027398,0.8838975429534912,0.08968723565340042
20,0.025022735812753025,0.8895941972732544,0.08707544207572937
21,0.023924140440714028,0.8932834267616272,0.08482309430837631
22,0.02415728052276083,0.8924696445465088,0.08451971411705017
23,0.02205727702110178,0.8994140625,0.07867366075515747
24,0.022040576337733202,0.9013129472732544,0.07780390977859497
25,0.02179162775994175,0.9006618857383728,0.07727888226509094
26,0.021532416822285287,0.904296875,0.07585654407739639
27,0.020275773771572858,0.91015625,0.07189122587442398
28,0.019709231933423627,0.9074978232383728,0.0712360292673111
29,0.019537633976950828,0.9133571982383728,0.06842363625764847
30,0.019943805049277015,0.9109700322151184,0.07051930576562881
31,0.018143179199089192,0.9187282919883728,0.06525885313749313
32,0.018202209153160866,0.9220377802848816,0.0648907944560051
33,0.017744703884495214,0.9215494990348816,0.06311202049255371
34,0.017996923732830003,0.9185112714767456,0.06392161548137665
35,0.01678733700989849,0.9246419072151184,0.060630958527326584
36,0.016250798013061285,0.9289279580116272,0.0576484277844429
37,0.01635682489722967,0.9273545742034912,0.05833401158452034
38,0.01568782841463366,0.9300673007965088,0.05594205856323242
39,0.015453345963679668,0.9339735507965088,0.055061373859643936
40,0.015327263193386089,0.9333767294883728,0.054932694882154465
41,0.01430404891531604,0.9371744990348816,0.05169190838932991
42,0.014641059012824876,0.9356553554534912,0.052700627595186234
43,0.013327509672510333,0.9414604902267456,0.04837474599480629
44,0.01353908478631638,0.9395616054534912,0.049306996166706085
45,0.013347291310007373,0.9410807490348816,0.04834433272480965
46,0.013499904879912114,0.9420030117034912,0.04748354107141495
47,0.011955921551109187,0.9478623867034912,0.04402877390384674
48,0.01308574670757581,0.9443359375,0.04612479731440544
49,0.012440011018447371,0.9448784589767456,0.04531195014715195
50,0.012988141569722857,0.9423285722732544,0.04619957506656647
51,0.012628168174867622,0.9440104365348816,0.045331235975027084
52,0.0113028187414683,0.9486762285232544,0.04252643883228302
53,0.011910784365479939,0.9499240517616272,0.04176601767539978
54,0.011559276602282707,0.9478623867034912,0.04273708164691925
55,0.0117653427619694,0.9495442509651184,0.041626229882240295
56,0.011335867896883024,0.9512261152267456,0.04136812686920166
57,0.011416942993592884,0.9516059160232544,0.04131496697664261
58,0.011187593239204338,0.9529079794883728,0.040417399257421494
59,0.011255323104301674,0.9495985507965088,0.0417618565261364
60,0.0106621982655876,0.9548068642616272,0.038099441677331924
61,0.01076422479430524,0.9523654580116272,0.03950568288564682
62,0.01040226695800407,0.9510633945465088,0.039704710245132446
63,0.010771761803577343,0.9549153447151184,0.03888886421918869
64,0.010188018249916948,0.9559462070465088,0.03724883869290352
65,0.010578761271770216,0.9539930820465088,0.03823862224817276
66,0.010197882723231386,0.9544813632965088,0.03808550164103508
67,0.010352430784324598,0.9556206464767456,0.037599124014377594
68,0.011059828726704128,0.9542100429534912,0.038462478667497635
69,0.01033655549852281,0.9555121660232544,0.038879767060279846
70,0.010837323371864235,0.9524196982383728,0.039431553333997726
71,0.010362769874821728,0.9556206464767456,0.03774312883615494
72,0.010147370210486568,0.9571397304534912,0.037320803850889206
73,0.01011215179783499,0.9557291865348816,0.037837915122509
74,0.010656182321124814,0.9544813632965088,0.03783589228987694
