,loss,binary_accuracy,brier_score
0,0.07033460469509678,0.7720007300376892,0.15686377882957458
1,0.04737328262678508,0.8488685488700867,0.11025217175483704
2,0.042584077551447115,0.865571141242981,0.09886030107736588
3,0.03865161450344256,0.8767061829566956,0.09172388911247253
4,0.036417072339133286,0.8852370977401733,0.0874166488647461
5,0.0360546452260908,0.8875718116760254,0.0845140814781189
6,0.03267762775736294,0.8926005959510803,0.0800722986459732
7,0.03300658050367887,0.8943067789077759,0.07969697564840317
8,0.03183062762107657,0.9017600417137146,0.07560515403747559
9,0.03022970034387605,0.9054418206214905,0.07323677092790604
10,0.02879582561723802,0.9085847735404968,0.06982698291540146
11,0.027610269225277435,0.9181932210922241,0.06668074429035187
12,0.02707274384454064,0.9163074493408203,0.06494086235761642
13,0.025950809330518902,0.9186422228813171,0.06325928121805191
14,0.025441575613429492,0.923042356967926,0.06115520000457764
15,0.024118682262541234,0.9248383641242981,0.05950106307864189
16,0.024216041472023248,0.9252873659133911,0.05826684087514877
17,0.023127822762076884,0.9320222735404968,0.05475826933979988
18,0.022605180815290445,0.9317528605461121,0.05521608889102936
19,0.02252733933300465,0.9319324493408203,0.054246190935373306
20,0.02045295342546085,0.9376795887947083,0.05019683390855789
21,0.019746232349639653,0.9392061829566956,0.04788689687848091
22,0.02141360364768697,0.9337284564971924,0.0514601394534111
23,0.019728154200932074,0.9417205452919006,0.04739396274089813
24,0.019476302738847404,0.9414511322975159,0.047026216983795166
25,0.01874850207575779,0.9425287246704102,0.045137353241443634
26,0.018908682150830483,0.9431573152542114,0.04602861404418945
27,0.017735212313375253,0.9476472735404968,0.042835209518671036
28,0.01804227428510785,0.9502514600753784,0.04170120507478714
29,0.015902109379912245,0.9524964094161987,0.039586570113897324
30,0.015919885207395786,0.951508641242981,0.03854770585894585
31,0.015963160523866444,0.9537535905838013,0.0389367938041687
32,0.01586113601987218,0.9528555870056152,0.038950420916080475
33,0.01630025977889697,0.9524964094161987,0.03872234374284744
34,0.014406503702717266,0.9577047228813171,0.03542231395840645
35,0.015170995263789577,0.9546515941619873,0.03630051761865616
36,0.014179240130744446,0.959321141242981,0.03471968322992325
37,0.014989058010751146,0.9573455452919006,0.03552959859371185
38,0.013759835516156137,0.9586925506591797,0.03408927097916603
39,0.01408571827535828,0.9607579112052917,0.033321794122457504
40,0.013181627144630271,0.9636314511299133,0.03212130442261696
41,0.012460814473144281,0.9632722735404968,0.03104410134255886
42,0.012446227419222224,0.9651580452919006,0.030232377350330353
43,0.012389664768359098,0.9649784564971924,0.029567129909992218
44,0.012038388996031778,0.9662356376647949,0.029552005231380463
45,0.012180090255649954,0.9653376340866089,0.029701773077249527
46,0.013505670900360263,0.9612966775894165,0.031958457082509995
47,0.012442825511954296,0.9674928188323975,0.029415281489491463
48,0.011252476817703453,0.967851996421814,0.02762659452855587
49,0.011458248119458727,0.9679418206214905,0.027917273342609406
50,0.010757461963649625,0.9691091775894165,0.027205007150769234
51,0.011024245938778609,0.9710847735404968,0.02650788240134716
52,0.011558768960336844,0.9656968116760254,0.028703289106488228
53,0.010749328078637863,0.9720725417137146,0.026048827916383743
54,0.010833616082117647,0.9695581793785095,0.02670574188232422
55,0.01184671651571989,0.9692887663841248,0.027140222489833832
56,0.010492321441014266,0.970366358757019,0.02672412246465683
57,0.011235791499373215,0.9677622318267822,0.02725365199148655
58,0.010585593043601719,0.9697377681732178,0.025635801255702972
59,0.009732363012287465,0.9735991358757019,0.02448943257331848
60,0.010586834675900039,0.9706357717514038,0.025629479438066483
61,0.010907504801242345,0.9700071811676025,0.02628317102789879
62,0.009848543763931456,0.9740481376647949,0.02376079000532627
63,0.010864478048879182,0.9680315852165222,0.026028163731098175
64,0.009251025269857082,0.9737787246704102,0.023513538762927055
65,0.009589646846569818,0.970366358757019,0.02487463504076004
66,0.009948949656053179,0.9713541865348816,0.023987989872694016
67,0.010082524714070833,0.9709051847457886,0.02504807710647583
68,0.00946111374952156,0.9715337753295898,0.0241892971098423
69,0.008989701633630642,0.975664496421814,0.0226765014231205
70,0.010210594079382289,0.9738685488700867,0.024251509457826614
71,0.008850854390632662,0.9748563170433044,0.022919997572898865
72,0.009897379884389282,0.9717133641242981,0.02491755597293377
73,0.009637225860858271,0.9741379022598267,0.02339226007461548
74,0.009101284793631613,0.9729705452919006,0.023625675588846207
