,loss,joint_damage_type_0_loss,joint_damage_type_1_loss,joint_damage_type_2_loss,joint_damage_type_3_loss,joint_damage_type_4_loss,joint_damage_type_5_loss,joint_damage_type_0_binary_accuracy,joint_damage_type_0_brier_score,joint_damage_type_1_binary_accuracy,joint_damage_type_1_brier_score,joint_damage_type_2_binary_accuracy,joint_damage_type_2_brier_score,joint_damage_type_3_binary_accuracy,joint_damage_type_3_brier_score,joint_damage_type_4_binary_accuracy,joint_damage_type_4_brier_score,joint_damage_type_5_binary_accuracy,joint_damage_type_5_brier_score
0,1.3004956046740215,0.5808652639389038,0.11271494626998901,0.08728627115488052,0.36720311641693115,0.11359898000955582,0.03882703185081482,0.4791666567325592,0.4485267400741577,0.7063801884651184,0.20111779868602753,0.7161458134651184,0.19497239589691162,0.6725260615348816,0.2397676259279251,0.556640625,0.3258860409259796,0.76171875,0.17162473499774933
1,0.22821869825323424,0.046481385827064514,0.049689486622810364,0.02743958868086338,0.05326444283127785,0.027860557660460472,0.02348322607576847,0.8118489384651184,0.13895152509212494,0.8079426884651184,0.15861353278160095,0.87109375,0.10065287351608276,0.7994791865348816,0.15620741248130798,0.8079426884651184,0.1409587413072586,0.8385416865348816,0.13684426248073578
2,0.1799443339308103,0.02928842604160309,0.041295621544122696,0.022930091246962547,0.042750973254442215,0.02406427450478077,0.019614942371845245,0.9075520634651184,0.09756187349557877,0.83984375,0.13920389115810394,0.8671875,0.11095715314149857,0.841796875,0.14306962490081787,0.857421875,0.11691630631685257,0.8958333134651184,0.1113138198852539
3,0.13738838707407316,0.021277308464050293,0.032743196934461594,0.017326820641756058,0.0356111079454422,0.016309263184666634,0.01412068959325552,0.896484375,0.0973593220114708,0.8795573115348816,0.12290681153535843,0.9049479365348816,0.09104945510625839,0.8756510615348816,0.12488169223070145,0.8912760615348816,0.09951546043157578,0.8997395634651184,0.09562619775533676
4,0.11461648158729076,0.018151873722672462,0.027863770723342896,0.013897181488573551,0.02920607663691044,0.013321583159267902,0.012175988405942917,0.9303385615348816,0.07908231765031815,0.90234375,0.1084882989525795,0.9036458134651184,0.08693171292543411,0.9010416865348816,0.10830112546682358,0.896484375,0.09224754571914673,0.916015625,0.08533870428800583
5,0.09998481161892414,0.014990630559623241,0.023854956030845642,0.012799013406038284,0.025832638144493103,0.012284524738788605,0.01022304967045784,0.9348958134651184,0.07322197407484055,0.9251301884651184,0.09654001146554947,0.9329426884651184,0.07212501019239426,0.9173176884651184,0.098602794110775,0.91796875,0.07809487730264664,0.943359375,0.07191553711891174
6,0.08093165668348472,0.012021658010780811,0.0183869618922472,0.009770945645868778,0.02233586460351944,0.010146782733500004,0.008269443176686764,0.9505208134651184,0.059921059757471085,0.943359375,0.07863792032003403,0.939453125,0.06305956095457077,0.9329426884651184,0.08860961347818375,0.9309895634651184,0.0699850544333458,0.943359375,0.06416913121938705
7,0.06583652862658103,0.00947460625320673,0.015692856162786484,0.007460705935955048,0.018369829282164574,0.008147942833602428,0.006690589245408773,0.958984375,0.05066196247935295,0.9576823115348816,0.07249558717012405,0.9583333134651184,0.049820754677057266,0.94921875,0.07837693393230438,0.9446614384651184,0.05887914076447487,0.9563801884651184,0.05145557224750519
8,0.0658037926380833,0.009206450544297695,0.014569244347512722,0.009211578406393528,0.017682621255517006,0.008101626299321651,0.0070322719402611256,0.9602864384651184,0.0482211709022522,0.951171875,0.06368959695100784,0.9453125,0.053464312106370926,0.9485676884651184,0.07151129841804504,0.9401041865348816,0.05732595920562744,0.951171875,0.0535159595310688
9,0.05071838914106289,0.007605904713273048,0.011226963251829147,0.005748069379478693,0.015653425827622414,0.005901147145777941,0.004582879599183798,0.9720051884651184,0.04224300757050514,0.9700520634651184,0.053278516978025436,0.9700520634651184,0.040221381932497025,0.9518229365348816,0.06399693340063095,0.9622395634651184,0.047228384763002396,0.9713541865348816,0.03928409144282341
10,0.04301920750488838,0.005608739797025919,0.011238410137593746,0.005269687622785568,0.012117368169128895,0.005037094000726938,0.0037479093298316,0.984375,0.03335650637745857,0.9635416865348816,0.05027933418750763,0.9765625,0.03667602315545082,0.9700520634651184,0.05706801638007164,0.9694010615348816,0.03954961150884628,0.974609375,0.032989148050546646
11,0.03646348820378383,0.005435605067759752,0.00807949062436819,0.004605286754667759,0.010865974240005016,0.004026617389172316,0.0034505154471844435,0.9817708134651184,0.03260575234889984,0.9811198115348816,0.04220755025744438,0.9778645634651184,0.03162151202559471,0.9733073115348816,0.04785361886024475,0.97265625,0.03540122136473656,0.9772135615348816,0.028482789173722267
12,0.030744231771677732,0.0037089448887854815,0.0065474435687065125,0.00394486915320158,0.00870639830827713,0.004267462994903326,0.0035691121593117714,0.9921875,0.02568458765745163,0.9837239384651184,0.035485703498125076,0.9798176884651184,0.0318770594894886,0.9811198115348816,0.04362492263317108,0.9759114384651184,0.032665107399225235,0.98046875,0.027619900181889534
13,0.02544719004072249,0.0037036880385130644,0.006461047101765871,0.002925937995314598,0.0072296359576284885,0.002799881622195244,0.00232699909247458,0.9850260615348816,0.02403920888900757,0.9856770634651184,0.032092101871967316,0.9876301884651184,0.02510482631623745,0.9798176884651184,0.035359833389520645,0.9850260615348816,0.0290023535490036,0.98046875,0.026874950155615807
14,0.022549808180580538,0.002959077013656497,0.004511866252869368,0.0027675477322191,0.007057645823806524,0.002796913729980588,0.0024567570071667433,0.9934895634651184,0.019843271002173424,0.98828125,0.02582472376525402,0.9856770634651184,0.022602548822760582,0.984375,0.03428227826952934,0.9856770634651184,0.02414238452911377,0.986328125,0.019123703241348267
15,0.017804191603014868,0.0027890352066606283,0.003693194827064872,0.002674766816198826,0.004975697956979275,0.0019914403092116117,0.001680057030171156,0.994140625,0.018927954137325287,0.990234375,0.02292521297931671,0.9908854365348816,0.021590985357761383,0.98828125,0.027634024620056152,0.9921875,0.022174419835209846,0.9869791865348816,0.01990612782537937
16,0.01640472374856472,0.002578192623332143,0.002942661987617612,0.002086519030854106,0.004725056234747171,0.0021349857561290264,0.0019373077666386962,0.9934895634651184,0.01779305748641491,0.99609375,0.017933012917637825,0.990234375,0.017476696521043777,0.98828125,0.024477774277329445,0.98828125,0.020801590755581856,0.9908854365348816,0.015932070091366768
17,0.013572044592971602,0.001945384661667049,0.003065025433897972,0.0018029051134362817,0.003788647474721074,0.0017234062543138862,0.0012466752668842673,0.994140625,0.015371897257864475,0.9921875,0.019431933760643005,0.9921875,0.015618924051523209,0.9934895634651184,0.025382349267601967,0.9915364384651184,0.019204482436180115,0.990234375,0.015627862885594368
18,0.011174439374978343,0.0017458762740716338,0.0024977033026516438,0.0015710269799456,0.0029192387592047453,0.0011781987268477678,0.0012623954098671675,0.9947916865348816,0.0140609135851264,0.99609375,0.016528839245438576,0.99609375,0.014693242497742176,0.99609375,0.01849403977394104,0.99609375,0.01526997983455658,0.9954426884651184,0.011858648620545864
19,0.011226207599975169,0.0012639259221032262,0.0025990752037614584,0.0017616716213524342,0.0038828726392239332,0.001028502476401627,0.0006901597953401506,0.9973958134651184,0.011652720160782337,0.9928385615348816,0.01643667183816433,0.9921875,0.013684493489563465,0.9915364384651184,0.019515903666615486,0.998046875,0.0127924345433712,0.9954426884651184,0.010803312994539738
20,0.009018047712743282,0.0011476053623482585,0.0018244688399136066,0.0014305644435808063,0.002294953214004636,0.0010825693607330322,0.0012378866085782647,0.9973958134651184,0.010710537433624268,0.9973958134651184,0.013075320981442928,0.9934895634651184,0.012233545072376728,0.9967448115348816,0.015497547574341297,0.994140625,0.012886528857052326,0.9921875,0.01176007091999054
21,0.010079850636733076,0.0018379907123744488,0.0016757644480094314,0.001307186670601368,0.002920917235314846,0.0012068733340129256,0.001131118624471128,0.994140625,0.011568374000489712,0.9967448115348816,0.01223017554730177,0.9928385615348816,0.012180724181234837,0.994140625,0.016159404069185257,0.9954426884651184,0.011988150887191296,0.9954426884651184,0.010459796525537968
22,0.008303522986049453,0.0012553812703117728,0.0015530140371993184,0.0015371161280199885,0.0021025382447987795,0.0008388003334403038,0.0010166728170588613,0.99609375,0.010877534747123718,0.9967448115348816,0.011446411721408367,0.9928385615348816,0.013303257524967194,0.9973958134651184,0.013378658331930637,0.9934895634651184,0.011209830641746521,0.990234375,0.01169592421501875
23,0.008537086696984867,0.0011480527464300394,0.0014439774677157402,0.0011287437519058585,0.0026500269304960966,0.0011715912260115147,0.000994694302789867,0.9993489384651184,0.00974270049482584,0.998046875,0.011245816014707088,0.9973958134651184,0.009926722384989262,0.9934895634651184,0.015701277181506157,0.9954426884651184,0.011221052147448063,0.9954426884651184,0.00930702406913042
24,0.008401785259290287,0.0013920451747253537,0.0021097532007843256,0.0007832924020476639,0.00264032743871212,0.0006838414701633155,0.0007925254758447409,0.99609375,0.010400965809822083,0.9954426884651184,0.011646073311567307,0.998046875,0.009686036966741085,0.994140625,0.014047104865312576,0.998046875,0.009584289975464344,0.9967448115348816,0.009189213626086712
25,0.0076329476820925874,0.0017910631140694022,0.0015191193670034409,0.0011086335871368647,0.0014603208983317018,0.0009155916632153094,0.0008382191299460828,0.9928385615348816,0.01185864582657814,0.9967448115348816,0.011257614009082317,0.99609375,0.010131892748177052,1.0,0.01226857677102089,0.998046875,0.01058165356516838,0.9967448115348816,0.009152310900390148
26,0.00872048114736875,0.0014130459167063236,0.0023332599084824324,0.00112124381121248,0.001936118002049625,0.0011617587879300117,0.0007550548180006444,0.9954426884651184,0.010444290935993195,0.994140625,0.011861488223075867,0.99609375,0.010540496557950974,0.9973958134651184,0.01206566859036684,0.9934895634651184,0.012560156174004078,0.9947916865348816,0.009140650741755962
27,0.00962070724926889,0.0013408074155449867,0.0018238195916637778,0.0016800076700747013,0.0025519507471472025,0.0013861359329894185,0.000837985600810498,0.9967448115348816,0.008586865849792957,0.9954426884651184,0.01115377526730299,0.9928385615348816,0.011923234909772873,0.9954426884651184,0.012747172266244888,0.994140625,0.01233635563403368,0.99609375,0.008428813889622688
28,0.010393464045288662,0.0015401201089844108,0.0023433263413608074,0.0014695405261591077,0.0022130021825432777,0.0017466509016230702,0.0010808237129822373,0.99609375,0.010383524931967258,0.994140625,0.012590929865837097,0.9915364384651184,0.011819835752248764,0.9934895634651184,0.013660002499818802,0.9876301884651184,0.013952394016087055,0.994140625,0.01112868171185255
29,0.006117638976623614,0.0009836968965828419,0.0015618476318195462,0.0007413402781821787,0.0015261435182765126,0.0005740939523093402,0.0007305167964659631,0.998046875,0.008042266592383385,0.9947916865348816,0.010809157975018024,0.9986979365348816,0.00704584876075387,0.998046875,0.010553487576544285,0.9973958134651184,0.008565262891352177,0.9967448115348816,0.0078689930960536
30,0.006410418621574839,0.0019797724671661854,0.0012323168339207768,0.0006977457087486982,0.0016629312885925174,0.00044221722055226564,0.0003954351122956723,0.998046875,0.007447598967701197,0.9967448115348816,0.008748659864068031,0.9973958134651184,0.00775536522269249,0.9967448115348816,0.00965023785829544,0.9986979365348816,0.007191937416791916,0.9973958134651184,0.0068334657698869705
31,0.006566992068352799,0.0010051296558231115,0.0016737502301111817,0.0009315407951362431,0.0015569659881293774,0.0005857018986716866,0.0008139033452607691,0.9967448115348816,0.008264380507171154,0.9967448115348816,0.009510674513876438,0.9954426884651184,0.008199945092201233,0.998046875,0.011013614945113659,1.0,0.007523111999034882,0.9973958134651184,0.00785736832767725
32,0.005998733996724089,0.001325720571912825,0.0010443255305290222,0.0006676480988971889,0.001018232200294733,0.0009069868247024715,0.0010358208091929555,0.99609375,0.008429004810750484,0.9986979365348816,0.007784594316035509,0.9986979365348816,0.008608117699623108,0.9973958134651184,0.00800191517919302,0.9947916865348816,0.010378946550190449,0.9954426884651184,0.008723380975425243
33,0.005543681269045919,0.0012041361769661307,0.0010664291912689805,0.0008464243146590889,0.0013753824168816209,0.0007037941250018775,0.00034751498606055975,0.9973958134651184,0.008109483867883682,0.9986979365348816,0.008568339981138706,0.9947916865348816,0.007958399131894112,0.998046875,0.009446424432098866,0.9947916865348816,0.009775743819773197,0.9986979365348816,0.0061662886291742325
34,0.003701846677965174,0.0005982271977700293,0.0007096458575688303,0.0004747965431306511,0.0010349733056500554,0.0005585819599218667,0.0003256219206377864,0.9993489384651184,0.00623761722818017,0.9993489384651184,0.0064665223471820354,0.9986979365348816,0.005328027997165918,0.998046875,0.00772101292386651,0.998046875,0.006787833292037249,0.998046875,0.005492107477039099
35,0.003283879874895016,0.0004831323167309165,0.0006416185060516,0.00040319658000953496,0.0007622132543474436,0.0005332108121365309,0.0004605084250215441,1.0,0.005096192937344313,0.9993489384651184,0.006105970125645399,0.9993489384651184,0.005499094724655151,0.9993489384651184,0.006612638011574745,0.99609375,0.006336312275379896,0.998046875,0.00579744391143322
36,0.0038309359612564244,0.0006753727211616933,0.0006366989691741765,0.0004058126360177994,0.0015504950424656272,0.00026685409829951823,0.000295702600851655,0.9986979365348816,0.005614467430859804,0.9993489384651184,0.005926467012614012,0.9993489384651184,0.005706558469682932,0.9954426884651184,0.008334986865520477,0.9986979365348816,0.005126848351210356,0.9993489384651184,0.0054944888688623905
37,0.0028906389294813075,0.000401456345571205,0.0006893302779644728,0.000370860769180581,0.0009627875406295061,0.0002793967432808131,0.00018680724315345287,1.0,0.0051849535666406155,0.9993489384651184,0.005589458625763655,0.9973958134651184,0.005068864207714796,0.9986979365348816,0.008504916913807392,1.0,0.004521165508776903,1.0,0.003645571880042553
38,0.0028388515153589347,0.0005166633636690676,0.0007499202620238066,0.00036854276550002396,0.0007803384214639664,0.0001959399232873693,0.00022744668240193278,0.9993489384651184,0.0053446292877197266,0.9993489384651184,0.006401258986443281,0.9993489384651184,0.004279023036360741,0.9986979365348816,0.005614055786281824,0.9993489384651184,0.004706396255642176,0.9993489384651184,0.003653431311249733
39,0.0021926520469908914,0.00032005933462642133,0.0003811250498984009,0.00020401690562721342,0.0009070774540305138,0.00021251286671031266,0.00016786030028015375,0.9993489384651184,0.004689113702625036,1.0,0.005330543499439955,1.0,0.004541038069874048,0.9973958134651184,0.006118324119597673,0.9993489384651184,0.005203552078455687,1.0,0.0037735796067863703
40,0.003168249570686991,0.00039758303319104016,0.000975846138317138,0.00034066473017446697,0.0006951035466045141,0.0004070905561093241,0.00035196149838157,0.9993489384651184,0.004886596463620663,0.9986979365348816,0.005593255162239075,0.9993489384651184,0.004429290071129799,0.9986979365348816,0.005536869168281555,0.9993489384651184,0.005236408207565546,0.9993489384651184,0.004039704333990812
41,0.004202622968781118,0.0015167341334745288,0.001167655223980546,0.0002956657262984663,0.0005221280152909458,0.00041730154771357775,0.0002831383026205003,0.9986979365348816,0.005428729113191366,0.998046875,0.006884777918457985,0.9993489384651184,0.0043038479052484035,0.9993489384651184,0.005154442507773638,0.9993489384651184,0.005390895996242762,0.9973958134651184,0.0046122316271066666
42,0.008722674159798771,0.001909327576868236,0.0020511432085186243,0.0013323077000677586,0.0024029407650232315,0.0006177203613333404,0.0004092348099220544,0.9947916865348816,0.009750342927873135,0.994140625,0.009806548245251179,0.99609375,0.008846232667565346,0.9928385615348816,0.010374099016189575,0.9973958134651184,0.007590250577777624,0.9973958134651184,0.005958888679742813
43,0.006454608597171803,0.0018670236459001899,0.0019112610025331378,0.0004809351812582463,0.0010999770602211356,0.0003504448104649782,0.0007449671975336969,0.9973958134651184,0.006544249132275581,0.99609375,0.007939082570374012,0.9986979365348816,0.006381609942764044,0.9973958134651184,0.0071240998804569244,0.9993489384651184,0.006092235911637545,0.9993489384651184,0.004865965340286493
44,0.003224181942641735,0.0007752860547043383,0.0006210023420862854,0.0004163755802437663,0.0007390297832898796,0.0002768588892649859,0.00039562935126014054,0.998046875,0.005863698665052652,0.9993489384651184,0.005595119204372168,1.0,0.005218490958213806,0.9993489384651184,0.00617533503100276,0.9993489384651184,0.004904354456812143,0.9993489384651184,0.005788568872958422
45,0.003918679848235722,0.0005560957361012697,0.0009187208488583565,0.0004949981230311096,0.0010683182626962662,0.0003770630282815546,0.0005034837522543967,0.9986979365348816,0.005765948910266161,0.9986979365348816,0.006047380622476339,0.998046875,0.005409208592027426,0.9986979365348816,0.006839830428361893,0.9986979365348816,0.005403967574238777,0.9967448115348816,0.007634561508893967
46,0.003131592917876939,0.0008565932512283325,0.000510960875544697,0.0003779511898756027,0.0008977318648248911,0.0002507455355953425,0.00023761003103572875,0.998046875,0.006117317825555801,0.9993489384651184,0.004721366800367832,0.9973958134651184,0.004928917158395052,0.9993489384651184,0.005999164655804634,0.9993489384651184,0.004378211218863726,0.9986979365348816,0.0043506501242518425
47,0.0022511078568641096,0.00036885522422380745,0.0005385570111684501,0.00028009331435896456,0.0005468917079269886,0.0003290366439614445,0.00018767401343211532,0.9993489384651184,0.004594611935317516,0.9993489384651184,0.004262259695678949,0.9993489384651184,0.004011977463960648,0.9993489384651184,0.005049543455243111,0.9993489384651184,0.004357337020337582,0.9993489384651184,0.0033817626535892487
48,0.0030568697645018497,0.000637013406958431,0.0009881156729534268,0.00027994002448394895,0.0007662238203920424,0.0002109349734382704,0.00017464168195147067,0.998046875,0.005172092467546463,0.9986979365348816,0.005745102185755968,0.9986979365348816,0.004198778420686722,0.9986979365348816,0.005443134810775518,1.0,0.004377894569188356,1.0,0.003614938585087657
