,loss,reg_output_0_loss,reg_output_1_loss,reg_output_2_loss,reg_output_3_loss,reg_output_4_loss,reg_output_5_loss,reg_output_0_mae,reg_output_0_rmse,reg_output_0_filter_0_rmse,reg_output_1_mae,reg_output_1_rmse,reg_output_1_filter_0_rmse,reg_output_2_mae,reg_output_2_rmse,reg_output_2_filter_0_rmse,reg_output_3_mae,reg_output_3_rmse,reg_output_3_filter_0_rmse,reg_output_4_mae,reg_output_4_rmse,reg_output_4_filter_0_rmse,reg_output_5_mae,reg_output_5_rmse,reg_output_5_filter_0_rmse,val_loss,val_reg_output_0_loss,val_reg_output_1_loss,val_reg_output_2_loss,val_reg_output_3_loss,val_reg_output_4_loss,val_reg_output_5_loss,val_reg_output_0_mae,val_reg_output_0_rmse,val_reg_output_0_filter_0_rmse,val_reg_output_1_mae,val_reg_output_1_rmse,val_reg_output_1_filter_0_rmse,val_reg_output_2_mae,val_reg_output_2_rmse,val_reg_output_2_filter_0_rmse,val_reg_output_3_mae,val_reg_output_3_rmse,val_reg_output_3_filter_0_rmse,val_reg_output_4_mae,val_reg_output_4_rmse,val_reg_output_4_filter_0_rmse,val_reg_output_5_mae,val_reg_output_5_rmse,val_reg_output_5_filter_0_rmse
0,12.866503988901774,1.1290003061294556,2.1700820922851562,1.5969288349151611,3.758340358734131,1.1903433799743652,3.021808385848999,0.5037242770195007,0.8791460394859314,1.356535792350769,0.8077011704444885,1.3211445808410645,1.7534303665161133,0.6665124893188477,1.112296462059021,1.9632718563079834,1.147972583770752,1.7263659238815308,2.193194627761841,0.5054165720939636,0.8798494338989258,1.3961185216903687,1.11083984375,1.6395615339279175,2.0845632553100586,6.189069430033366,0.4530198574066162,0.8328117728233337,1.0107795000076294,1.534312129020691,0.6589745879173279,1.6991716623306274,0.25675442814826965,0.606652021408081,1.6104761362075806,0.5128821730613708,0.8965302109718323,1.8389028310775757,0.33373019099235535,0.899663507938385,2.0960254669189453,0.7066921591758728,1.2323206663131714,2.2172038555145264,0.24536263942718506,0.7514198422431946,1.8840045928955078,0.7676514983177185,1.2971923351287842,2.351949691772461
1,8.26185053507487,0.8092962503433228,1.5412843227386475,1.1171483993530273,1.9981400966644287,0.8711764812469482,1.924804925918579,0.4328984022140503,0.7880496978759766,1.2925987243652344,0.7393273711204529,1.1700782775878906,1.6061760187149048,0.5190439820289612,0.9639905691146851,1.7565584182739258,0.8839658498764038,1.3074499368667603,1.539210319519043,0.4623374044895172,0.7972666621208191,1.307908296585083,0.8637605905532837,1.3046989440917969,1.532111406326294,5.1128917535146075,0.4353973865509033,0.779754638671875,0.8581961989402771,1.102453351020813,0.6264047622680664,1.310685396194458,0.18146200478076935,0.584021270275116,1.6126760244369507,0.5766536593437195,0.869417130947113,1.7313445806503296,0.30217045545578003,0.8567793965339661,2.0198299884796143,0.4835849702358246,1.0449862480163574,2.0613768100738525,0.2655276358127594,0.7293920516967773,1.7861465215682983,0.4676175117492676,1.1228529214859009,2.2680492401123047
2,6.540647207895915,0.6397290825843811,1.2896312475204468,0.9268347024917603,1.4964344501495361,0.7016305327415466,1.486388087272644,0.3909689784049988,0.7297840714454651,1.2086457014083862,0.6575149297714233,1.08859121799469,1.5395389795303345,0.4701499342918396,0.898812472820282,1.6225872039794922,0.7313396334648132,1.1217094659805298,1.320621371269226,0.42586711049079895,0.743681013584137,1.2585119009017944,0.7379663586616516,1.1390056610107422,1.35822594165802,4.485996087392171,0.4407229423522949,0.6896976828575134,0.7515092492103577,0.9501129984855652,0.571824848651886,1.0821284055709839,0.3000084459781647,0.6215436458587646,1.556436538696289,0.5333085060119629,0.8134074211120605,1.4911279678344727,0.30308106541633606,0.8001949191093445,1.862101435661316,0.538158118724823,0.974315345287323,1.69048273563385,0.2435627430677414,0.6940224170684814,1.6386103630065918,0.5146219730377197,1.0315852165222168,1.8519736528396606
3,5.529819993972779,0.5671333074569702,1.1794556379318237,0.768642783164978,1.2257457971572876,0.5713814496994019,1.2174612283706665,0.36752936244010925,0.6996418833732605,1.2472004890441895,0.6391470432281494,1.050162672996521,1.5779674053192139,0.4233376979827881,0.8282992839813232,1.6265662908554077,0.6490535140037537,1.0215568542480469,1.2390592098236084,0.3919655978679657,0.6908897757530212,1.2506358623504639,0.6637030243873596,1.047707200050354,1.2697609663009644,4.333698749542236,0.4439891278743744,0.5835564732551575,0.7750473618507385,0.8755924105644226,0.5611019730567932,1.0944113731384277,0.27592483162879944,0.6084828972816467,1.5945736169815063,0.4050830900669098,0.7462905049324036,1.519134521484375,0.2928524911403656,0.805962085723877,1.8750090599060059,0.42013779282569885,0.9270966053009033,1.8579978942871094,0.2659055292606354,0.6932691931724548,1.6681724786758423,0.41653990745544434,1.0201102495193481,2.0621681213378906
4,4.930794401168823,0.5075249075889587,1.145005226135254,0.6681140661239624,1.0099093914031982,0.5085431337356567,1.091698169708252,0.34793707728385925,0.6712035536766052,1.1885510683059692,0.6130372881889343,1.043872594833374,1.4532575607299805,0.38425731658935547,0.7750179767608643,1.5071437358856201,0.5829136967658997,0.9190095067024231,1.1213618516921997,0.3645685911178589,0.663819432258606,1.2412219047546387,0.6073553562164307,0.9774040579795837,1.1906096935272217,4.549140930175781,0.4266490042209625,0.6163015961647034,0.8713540434837341,0.9406830668449402,0.5826463103294373,1.1115072965621948,0.23317517340183258,0.5846927165985107,1.593896508216858,0.374604195356369,0.7634698748588562,1.6228556632995605,0.302469402551651,0.8557208180427551,1.9954684972763062,0.3711276948451996,0.9494421482086182,1.9392610788345337,0.2611691951751709,0.7063831686973572,1.7305960655212402,0.5161252617835999,1.0505526065826416,2.123950719833374
5,4.529488821029663,0.47702521085739136,1.0509555339813232,0.620543360710144,0.9339572191238403,0.43075087666511536,1.0162564516067505,0.33161306381225586,0.6564662456512451,1.1882189512252808,0.5838715434074402,1.0052868127822876,1.4494792222976685,0.3598000407218933,0.756777286529541,1.4160362482070923,0.5666694045066833,0.902453601360321,1.0710057020187378,0.34158724546432495,0.6194221377372742,1.1594808101654053,0.5966882109642029,0.9563133716583252,1.1953197717666626,4.135820388793945,0.4028414487838745,0.6082653403282166,0.8404524922370911,0.7567000389099121,0.5866151452064514,0.9409458041191101,0.19069427251815796,0.5640110969543457,1.5623865127563477,0.3774973452091217,0.7606164813041687,1.5908504724502563,0.3083239495754242,0.847700297832489,1.9458249807357788,0.39251652359962463,0.8551313281059265,1.647260069847107,0.28809094429016113,0.7157211303710938,1.713096022605896,0.44873228669166565,0.963228702545166,1.8758002519607544
6,4.118771225611368,0.4401281177997589,0.9580886960029602,0.5703362226486206,0.8115437626838684,0.40702158212661743,0.9316529631614685,0.31587377190589905,0.6281691789627075,1.131956696510315,0.552948534488678,0.9568678736686707,1.3720283508300781,0.34294986724853516,0.7267307639122009,1.359830617904663,0.5011671185493469,0.8236676454544067,1.0438958406448364,0.3224906921386719,0.6049941778182983,1.1415503025054932,0.5450701713562012,0.9142657518386841,1.1281965970993042,4.417542139689128,0.45022451877593994,0.6908218264579773,0.9227116703987122,0.7710568904876709,0.5969120264053345,0.9858152270317078,0.2588881552219391,0.6048287749290466,1.614005446434021,0.4253651201725006,0.8018466830253601,1.667351245880127,0.2751798927783966,0.8707345128059387,2.0449185371398926,0.3928077220916748,0.8679084777832031,1.6651126146316528,0.28226789832115173,0.7151516079902649,1.7310484647750854,0.4184809625148773,0.9846839308738708,1.9754947423934937
7,3.812243728637695,0.43235158920288086,0.9340132474899292,0.449910432100296,0.7748004794120789,0.3571586012840271,0.8640096187591553,0.31595486402511597,0.6338030695915222,1.1577560901641846,0.550229012966156,0.9456911087036133,1.3508201837539673,0.2963816523551941,0.6413201689720154,1.1957217454910278,0.5000820159912109,0.8107619881629944,1.0118249654769897,0.30103790760040283,0.5752348899841309,1.0987257957458496,0.5342563986778259,0.8850238919258118,1.0312457084655762,4.0744584401448565,0.38445940613746643,0.630591869354248,0.9051293730735779,0.6983563899993896,0.5968711376190186,0.8590505123138428,0.18718557059764862,0.5576184988021851,1.5274826288223267,0.4278981685638428,0.7757908701896667,1.5645580291748047,0.3073170483112335,0.878436267375946,2.0052406787872314,0.3719988167285919,0.8215847015380859,1.4989875555038452,0.24803990125656128,0.7202633023262024,1.7419456243515015,0.42819276452064514,0.9225561022758484,1.7673465013504028
8,3.666453177134196,0.4217984974384308,0.9026705026626587,0.4263721704483032,0.6931103467941284,0.36406391859054565,0.8584375977516174,0.3073260486125946,0.6220040321350098,1.1238421201705933,0.5395812392234802,0.9262496829032898,1.35527765750885,0.2854875922203064,0.6204123497009277,1.1808676719665527,0.46799081563949585,0.7672793865203857,1.0201497077941895,0.29995155334472656,0.5826749205589294,1.111487627029419,0.5221049189567566,0.8846514821052551,1.114812970161438,4.120146910349528,0.41467055678367615,0.6164374947547913,0.8964848518371582,0.7092466950416565,0.5950719714164734,0.8882353901863098,0.2330377846956253,0.5798562169075012,1.560901165008545,0.39013373851776123,0.7587825655937195,1.5758792161941528,0.2632509768009186,0.8564930558204651,2.0151631832122803,0.3967743217945099,0.8288242220878601,1.5708774328231812,0.22844433784484863,0.7094571590423584,1.744194507598877,0.4284244477748871,0.9363293647766113,1.8604682683944702
9,3.4129203510284425,0.3961489498615265,0.857723593711853,0.39655354619026184,0.6232976317405701,0.3319234848022461,0.807273268699646,0.29840999841690063,0.6042925715446472,1.0884684324264526,0.5180184841156006,0.9049888849258423,1.2647910118103027,0.2679232656955719,0.6039028763771057,1.162115216255188,0.4422588050365448,0.7369853854179382,0.9146212935447693,0.2825374901294708,0.55447918176651,1.0763801336288452,0.5021898150444031,0.8593947291374207,1.0418094396591187,4.284707546234131,0.4130271375179291,0.6750767230987549,0.94199138879776,0.7500198483467102,0.5863746404647827,0.9182177186012268,0.20666944980621338,0.5711047053337097,1.5817416906356812,0.403425008058548,0.797842800617218,1.6842514276504517,0.28802844882011414,0.8850889801979065,2.072796106338501,0.34631824493408203,0.8519455790519714,1.7210975885391235,0.2558191120624542,0.707327127456665,1.732401967048645,0.38735759258270264,0.9536261558532715,1.963889241218567
