,loss,categorical_crossentropy,softmax_rsme,argmax_rsme,class_softmax_rmse_0
66,0.06486460831016302,0.0648646131157875,0.21728605031967163,0.2071896195411682,0.17079772055149078
67,0.06152586003765464,0.0615258552134037,0.21294400095939636,0.20917068421840668,0.19236049056053162
68,0.04168327019239466,0.041683271527290344,0.16930776834487915,0.1581684648990631,0.14454233646392822
69,0.08438782616207997,0.08438782393932343,0.2404518872499466,0.24237307906150818,0.19558052718639374
70,0.0527069723730286,0.052706968039274216,0.1795530468225479,0.18103615939617157,0.16925403475761414
71,0.057122704076270264,0.05712270736694336,0.21158038079738617,0.2202683538198471,0.16886454820632935
72,0.05975372695674499,0.05975373089313507,0.2015904039144516,0.1896139681339264,0.18264248967170715
73,0.05853232681751251,0.05853232741355896,0.20724299550056458,0.2234349548816681,0.1766025424003601
74,0.06993103426570693,0.0699310302734375,0.2354801893234253,0.24787604808807373,0.20866741240024567
75,0.053105791869262856,0.05310579389333725,0.17633982002735138,0.17422237992286682,0.14942575991153717
76,0.054283035099506376,0.0542830266058445,0.2130672186613083,0.22362399101257324,0.18576708436012268
77,0.048623025075842936,0.048623014241456985,0.16702629625797272,0.157851442694664,0.1473143994808197
78,0.04955353050803145,0.0495535209774971,0.18650220334529877,0.1860162913799286,0.15226835012435913
79,0.04740525813773275,0.04740525409579277,0.17997132241725922,0.17260971665382385,0.16396774351596832
80,0.04901010668215652,0.04901010915637016,0.1747678518295288,0.1752561330795288,0.15246528387069702
81,0.0376483407864968,0.03764835745096207,0.15423345565795898,0.1446145474910736,0.14215831458568573
82,0.04983177714670698,0.049831781536340714,0.17287354171276093,0.16432462632656097,0.15341515839099884
83,0.04778082792647183,0.047780830413103104,0.16815628111362457,0.16167648136615753,0.14944671094417572
84,0.04478352397059401,0.044783517718315125,0.17775438725948334,0.17848257720470428,0.16352578997612
85,0.04952977411759396,0.049529779702425,0.16006481647491455,0.14855991303920746,0.1587218940258026
86,0.06067472389588753,0.06067473068833351,0.21810762584209442,0.23160037398338318,0.1923019140958786
87,0.046577645388121404,0.04657765105366707,0.1611861139535904,0.1498458981513977,0.1447967141866684
88,0.048129535373300315,0.048129525035619736,0.18673749268054962,0.16597725450992584,0.1354827582836151
89,0.04380037490278482,0.04380038380622864,0.16069678962230682,0.14585278928279877,0.14518558979034424
90,0.039391010676821075,0.03939100727438927,0.15468323230743408,0.15282520651817322,0.12033603340387344
91,0.04154546245311697,0.041545476764440536,0.17174933850765228,0.1794714331626892,0.14792093634605408
92,0.03006359646872928,0.03006359376013279,0.1340806633234024,0.11088012903928757,0.11703890562057495
93,0.05284098075237125,0.052840981632471085,0.1901589334011078,0.1911790668964386,0.16579179465770721
94,0.04080409791631003,0.04080410674214363,0.15767863392829895,0.14524056017398834,0.1414477825164795
95,0.053773137799774606,0.05377314239740372,0.19192612171173096,0.19264020025730133,0.1582796275615692
96,0.05858556778170168,0.05858556926250458,0.20009483397006989,0.21018405258655548,0.1706693321466446
97,0.03830208333830039,0.03830208256840706,0.1432410180568695,0.13850200176239014,0.12444713711738586
98,0.04802947410692771,0.048029474914073944,0.19250737130641937,0.1856425702571869,0.14537417888641357
99,0.039423088937376935,0.03942308574914932,0.14901959896087646,0.1383686363697052,0.12713590264320374
