,loss,categorical_crossentropy,softmax_rsme,argmax_rsme,class_softmax_rmse_0
0,1.2236014556884767,1.223601222038269,1.2107503414154053,1.5015581846237183,1.1921210289001465
1,0.917382272084554,0.9173824191093445,0.9690128564834595,1.1772569417953491,1.0422923564910889
2,0.8264125990867615,0.826412558555603,0.8958936333656311,1.0685285329818726,0.973904550075531
3,0.7100630434354146,0.7100630402565002,0.7713595032691956,0.9080056548118591,0.8615903854370117
4,0.7327671853701273,0.7327672839164734,0.8211396932601929,0.9496825933456421,0.875713586807251
5,0.619753764073054,0.6197537779808044,0.7055096626281738,0.8099729418754578,0.7657317519187927
6,0.593857219616572,0.5938573479652405,0.7016289830207825,0.7993519306182861,0.7578791379928589
7,0.5516676457722982,0.5516676306724548,0.6657959222793579,0.7723994851112366,0.7033023834228516
8,0.49577685634295143,0.4957767724990845,0.6113725304603577,0.6864224672317505,0.6580007672309875
9,0.5192485251029333,0.5192484259605408,0.6465635895729065,0.7334935069084167,0.6816194653511047
10,0.4249280971288681,0.42492812871932983,0.556878924369812,0.6215973496437073,0.58888179063797
11,0.43324410120646156,0.43324416875839233,0.580625057220459,0.6634074449539185,0.5900871753692627
12,0.37876047869523366,0.37876051664352417,0.5348615646362305,0.6147077679634094,0.5409075021743774
13,0.3625119896729787,0.3625119924545288,0.5173146724700928,0.586344838142395,0.5255087018013
14,0.38385147949059806,0.38385146856307983,0.5544677972793579,0.6498950123786926,0.5498844385147095
15,0.30671519100666045,0.3067151606082916,0.4597136974334717,0.5140923857688904,0.4841502904891968
16,0.3195295226573944,0.31952953338623047,0.513815701007843,0.5697200298309326,0.47863638401031494
17,0.2703384825587273,0.2703385055065155,0.45110535621643066,0.5079024434089661,0.47224318981170654
18,0.2554676578442256,0.25546759366989136,0.4468691051006317,0.4867207705974579,0.4357461929321289
19,0.2671554685632388,0.2671555280685425,0.457105815410614,0.5129926800727844,0.4518328309059143
20,0.20047882507244746,0.20047883689403534,0.38410279154777527,0.4136667251586914,0.36746281385421753
21,0.2621437075734139,0.26214370131492615,0.4781595766544342,0.5233343839645386,0.44861891865730286
22,0.19332055201133092,0.19332052767276764,0.3856257498264313,0.41768211126327515,0.37302064895629883
23,0.2063915063937505,0.20639152824878693,0.41257140040397644,0.45780277252197266,0.39558446407318115
24,0.19344361384709677,0.19344362616539001,0.38977885246276855,0.43107813596725464,0.36366623640060425
25,0.19188105215628942,0.19188106060028076,0.38653624057769775,0.42585670948028564,0.36015650629997253
26,0.1918337834874789,0.1918337643146515,0.4153220057487488,0.46453139185905457,0.3665930926799774
27,0.13736510932445525,0.13736511766910553,0.31733018159866333,0.34752553701400757,0.3030177056789398
28,0.17712079087893168,0.17712080478668213,0.3900551497936249,0.42691442370414734,0.3571430742740631
29,0.14106111233433088,0.14106111228466034,0.3329683840274811,0.36523088812828064,0.3064218759536743
30,0.14999069621165592,0.1499907225370407,0.34892818331718445,0.37992769479751587,0.3233417570590973
31,0.16990408658981324,0.16990408301353455,0.3729957640171051,0.4160313308238983,0.3490636646747589
32,0.13200084663927555,0.13200083374977112,0.3193717300891876,0.34694281220436096,0.29788681864738464
33,0.15262911130984624,0.15262912213802338,0.37851110100746155,0.41539639234542847,0.323496013879776
34,0.11620318050185839,0.1162031814455986,0.2986313998699188,0.3182761073112488,0.26225247979164124
35,0.13580747877558072,0.13580748438835144,0.3429289162158966,0.3735732138156891,0.2999730408191681
36,0.126260259822011,0.12626026570796967,0.31061503291130066,0.3286287188529968,0.276905357837677
37,0.09558147341012954,0.09558146446943283,0.27090704441070557,0.29016029834747314,0.2368796020746231
38,0.12695394749442737,0.12695394456386566,0.33465006947517395,0.3690102696418762,0.2816677987575531
39,0.10527496745189031,0.10527496784925461,0.27929750084877014,0.29437994956970215,0.26172614097595215
40,0.12640900862713655,0.12640900909900665,0.31851452589035034,0.3423357605934143,0.2869074046611786
41,0.11188864228626093,0.11188864707946777,0.2922097146511078,0.3201635181903839,0.2751373052597046
42,0.09629909690469503,0.09629908949136734,0.27762606739997864,0.29279854893684387,0.2260550707578659
43,0.1116184704999129,0.11161845922470093,0.30003583431243896,0.3276156485080719,0.2679082155227661
44,0.08861106795569261,0.08861107379198074,0.25940707325935364,0.274995356798172,0.23577435314655304
45,0.1166040001064539,0.11660397797822952,0.30666711926460266,0.33906251192092896,0.26931458711624146
46,0.0859291172772646,0.08592911064624786,0.2561796307563782,0.2688831686973572,0.2134113609790802
47,0.08834078530470531,0.08834079653024673,0.2734405994415283,0.2822076678276062,0.22711966931819916
48,0.09234969537705183,0.09234969317913055,0.26542168855667114,0.28150370717048645,0.2481900304555893
49,0.09005215675880511,0.09005215018987656,0.26724833250045776,0.27966147661209106,0.23771914839744568
50,0.1018098887304465,0.10180988907814026,0.28838732838630676,0.30475735664367676,0.24939332902431488
51,0.08483158847937981,0.0848315879702568,0.2473335713148117,0.26402950286865234,0.20344893634319305
52,0.0809543489664793,0.08095434308052063,0.2506144642829895,0.24714592099189758,0.2228650152683258
53,0.06448715408643087,0.06448716670274734,0.21215680241584778,0.21540012955665588,0.19114762544631958
54,0.08307268307854732,0.08307268470525742,0.25432318449020386,0.2559962570667267,0.21629399061203003
55,0.07691474257657925,0.07691475749015808,0.2420347034931183,0.25768595933914185,0.22654451429843903
56,0.06594796345879635,0.06594796478748322,0.20929445326328278,0.20356296002864838,0.17052388191223145
57,0.06932204746951659,0.06932204961776733,0.22623491287231445,0.22538095712661743,0.19459739327430725
58,0.06670608727261423,0.0667061060667038,0.22008486092090607,0.2177363783121109,0.18174982070922852
59,0.06860886281356215,0.0686088502407074,0.22902971506118774,0.23449745774269104,0.2134721875190735
60,0.08556682925671338,0.08556681871414185,0.2545301616191864,0.2754685580730438,0.2168000340461731
61,0.06484680321067572,0.06484679877758026,0.21430353820323944,0.22056861221790314,0.18295134603977203
62,0.07948165629059076,0.07948166877031326,0.2528383433818817,0.27577945590019226,0.22337554395198822
63,0.06011730092267195,0.06011730059981346,0.20042026042938232,0.19560015201568604,0.1896977424621582
64,0.06349115040153265,0.06349115073680878,0.23181961476802826,0.24925296008586884,0.1918591409921646
65,0.055165250183393556,0.05516523867845535,0.20082300901412964,0.2055276781320572,0.16759948432445526
