,loss,categorical_crossentropy,softmax_rsme,argmax_rsme,class_softmax_rmse_0
0,1.290863110224406,1.290862798690796,1.3243376016616821,1.6487396955490112,1.2921077013015747
1,0.9901715731620788,0.990171492099762,1.0947366952896118,1.3163776397705078,1.1461173295974731
2,0.8311290701230367,0.8311293125152588,0.9642009735107422,1.110357403755188,1.0042306184768677
3,0.7618995515505472,0.7618994116783142,0.9338338971138,1.0894097089767456,0.9662186503410339
4,0.631843345562617,0.6318433880805969,0.849716305732727,0.9887897968292236,0.8992455005645752
5,0.5531491569677989,0.5531491041183472,0.7746904492378235,0.881380021572113,0.8046960830688477
6,0.49376383821169534,0.49376389384269714,0.7761014699935913,0.8907153606414795,0.7714417576789856
7,0.39372324347496035,0.39372336864471436,0.7022414207458496,0.8151978850364685,0.712646484375
8,0.3874868655204773,0.38748687505722046,0.7111431360244751,0.8120546936988831,0.6683841347694397
9,0.30594872156778974,0.30594879388809204,0.6400913000106812,0.7315799593925476,0.6272528171539307
10,0.25781059483687085,0.2578105926513672,0.5818171501159668,0.6773738861083984,0.5631848573684692
11,0.25597780793905256,0.2559778690338135,0.5969893932342529,0.6903497576713562,0.5321249961853027
12,0.18970400780439378,0.18970398604869843,0.48636549711227417,0.5227909088134766,0.47722864151000977
13,0.18706458787123362,0.18706463277339935,0.4947696030139923,0.5614949464797974,0.4419710338115692
14,0.16518663023908933,0.16518659889698029,0.46655598282814026,0.5119274258613586,0.4317393898963928
15,0.16786996394395828,0.16786997020244598,0.457016259431839,0.511561930179596,0.4378279149532318
16,0.1365317199130853,0.13653171062469482,0.42581403255462646,0.487394779920578,0.37086668610572815
17,0.12717667241891226,0.1271766722202301,0.4084119498729706,0.4307626485824585,0.3534519076347351
18,0.13050922128061454,0.13050921261310577,0.41473639011383057,0.46145710349082947,0.3687346279621124
19,0.1267703993121783,0.12677040696144104,0.4001012444496155,0.4315723776817322,0.34795576333999634
20,0.10298324309289456,0.1029832661151886,0.3773956000804901,0.40381932258605957,0.3600221574306488
21,0.10274850408236186,0.10274849832057953,0.36158260703086853,0.3717788755893707,0.28691384196281433
22,0.09092842889328798,0.09092840552330017,0.3294385075569153,0.33738404512405396,0.2944694757461548
23,0.10312196272114912,0.10312195867300034,0.3756290674209595,0.4029965102672577,0.33816078305244446
24,0.09662813146909079,0.09662813693284988,0.3468005061149597,0.3757847249507904,0.308043897151947
25,0.10034991343816121,0.10034992545843124,0.3509334921836853,0.36167579889297485,0.31549060344696045
26,0.07785296633839607,0.07785296440124512,0.32144472002983093,0.31865522265434265,0.2680608630180359
27,0.08554473272214333,0.08554473519325256,0.3266274631023407,0.3353458642959595,0.2739487886428833
28,0.08078843337794145,0.08078841865062714,0.313766211271286,0.3296748995780945,0.26655372977256775
29,0.0659977932025989,0.06599777936935425,0.2832866609096527,0.29309627413749695,0.23097938299179077
30,0.0712995618271331,0.07129957526922226,0.28400224447250366,0.27590376138687134,0.2517750859260559
31,0.06469504126658042,0.06469503790140152,0.2772161066532135,0.2804815471172333,0.25889280438423157
32,0.06348935549457868,0.06348935514688492,0.2804352641105652,0.28415098786354065,0.2376270741224289
33,0.07007484736541907,0.07007484883069992,0.2928304374217987,0.2950771450996399,0.23865488171577454
34,0.06461262417336305,0.06461262702941895,0.28243696689605713,0.28849002718925476,0.2530709505081177
35,0.05343306020523111,0.05343305692076683,0.24864067137241364,0.23466232419013977,0.21305935084819794
36,0.057528029425690574,0.05752803012728691,0.25133952498435974,0.26393795013427734,0.22319278120994568
37,0.05712195224128663,0.057121943682432175,0.25688275694847107,0.24737019836902618,0.22810719907283783
38,0.0615072848337392,0.06150728091597557,0.2631183862686157,0.23959624767303467,0.23148366808891296
39,0.053579653495301804,0.0535796619951725,0.2500721216201782,0.25851571559906006,0.20660457015037537
40,0.04413534224033356,0.04413534700870514,0.2112468183040619,0.19673851132392883,0.16936971247196198
41,0.04635075887665153,0.046350762248039246,0.22546203434467316,0.2145630419254303,0.19704414904117584
42,0.053428588124612965,0.05342859402298927,0.23836682736873627,0.24458831548690796,0.22339583933353424
43,0.04955244484047095,0.049552448093891144,0.23395311832427979,0.2351331263780594,0.17997786402702332
44,0.0547714643428723,0.05477146804332733,0.23681126534938812,0.2357146143913269,0.20241715013980865
45,0.050170179981117446,0.050170186907052994,0.23473358154296875,0.23081862926483154,0.20779995620250702
