,loss,binary_accuracy,brier_score,val_loss,val_binary_accuracy,val_brier_score
0,0.03462565131485462,0.559495210647583,0.25038284063339233,0.031535532584206924,0.8152173757553101,0.19348539412021637
1,0.03231644512225802,0.5667067170143127,0.24473661184310913,0.028328352142125368,0.8278985619544983,0.18772637844085693
2,0.030870558873105507,0.5862379670143127,0.23825518786907196,0.027146992014927998,0.79347825050354,0.19298557937145233
3,0.028812123068536703,0.5940504670143127,0.23610180616378784,0.025742167710430093,0.782608687877655,0.1935175210237503
4,0.027537397753733855,0.6246995329856873,0.22937792539596558,0.024664721503439877,0.7998188138008118,0.19309207797050476
5,0.027645973237947777,0.6394230723381042,0.22233110666275024,0.022917790286656883,0.79076087474823,0.1782546043395996
6,0.025283262975370653,0.6595553159713745,0.21683621406555176,0.022687020918561354,0.75,0.1823260635137558
7,0.025610841882343475,0.6754807829856873,0.21379047632217407,0.021634846770515043,0.760869562625885,0.1784280687570572
8,0.023491801210464194,0.7052283883094788,0.20533901453018188,0.02098840092205339,0.7889492511749268,0.16833896934986115
9,0.022728976113005325,0.72265625,0.1989133656024933,0.021016519258005753,0.7789855003356934,0.1684175580739975
10,0.02284601810746468,0.7358773946762085,0.19271160662174225,0.019732091679341264,0.7889492511749268,0.16301633417606354
11,0.023004595996238865,0.7238581776618958,0.19433046877384186,0.018985035104884043,0.7472826242446899,0.1748816967010498
12,0.02223710764127855,0.74609375,0.18781660497188568,0.019065096301751003,0.7735507488250732,0.17240485548973083
13,0.02081087912217929,0.7557091116905212,0.18254317343235016,0.018384216560257807,0.7998188138008118,0.1562499850988388
14,0.02133087464608252,0.765625,0.1779690831899643,0.018767850551133353,0.7771739363670349,0.16019004583358765
15,0.01993903858014024,0.7644230723381042,0.17737817764282227,0.01819932543569141,0.7735507488250732,0.1646537035703659
16,0.020478979200841144,0.7713341116905212,0.1717633455991745,0.017808860607652202,0.7889492511749268,0.15698571503162384
17,0.01907597455339363,0.7908653616905212,0.16552497446537018,0.017696284792489476,0.7844203114509583,0.15849807858467102
18,0.01826831746774797,0.79296875,0.16284221410751343,0.017478863320623834,0.7807971239089966,0.16046848893165588
19,0.018364966506711565,0.8004807829856873,0.16091108322143555,0.01767806615680456,0.7817028760910034,0.16124817728996277
20,0.017307154690990083,0.799879789352417,0.1573430597782135,0.017359501113080315,0.7898550629615784,0.15551869571208954
21,0.01689525433959296,0.805588960647583,0.15335194766521454,0.017647493941088516,0.7989130616188049,0.15877670049667358
22,0.016740419794447146,0.82421875,0.14802692830562592,0.017940953218688566,0.7789855003356934,0.1669228971004486
23,0.016430007813211817,0.823317289352417,0.1473546028137207,0.016951826504535146,0.8161231875419617,0.1473240703344345
24,0.016199672863317225,0.827223539352417,0.14454105496406555,0.0169163815314985,0.8079710006713867,0.14929650723934174
25,0.016721105041842047,0.8293269276618958,0.1429058462381363,0.017694569761968322,0.7780796885490417,0.1636652797460556
26,0.015095129537467774,0.8359375,0.14070366322994232,0.016063007526099682,0.8278985619544983,0.13703776895999908
27,0.016300281044095755,0.8347355723381042,0.13897094130516052,0.016303807341804106,0.8278985619544983,0.13360270857810974
28,0.014226562791289045,0.8461538553237915,0.13555723428726196,0.015722494753491547,0.8351449370384216,0.125007763504982
29,0.015691660138635107,0.84765625,0.13225848972797394,0.020221098377886746,0.6811594367027283,0.19358830153942108
30,0.015602614873876939,0.8317307829856873,0.135873943567276,0.01971956870208184,0.7038043737411499,0.1889595091342926
31,0.014359300400918493,0.8395432829856873,0.1302766352891922,0.01631483872835007,0.7835144996643066,0.14771492779254913
32,0.015193980187177658,0.844651460647583,0.13156041502952576,0.015601890420334207,0.8170289993286133,0.13499809801578522
33,0.014231219466847297,0.8425480723381042,0.12870314717292786,0.01602475619357493,0.8378623127937317,0.12804928421974182
