,loss,binary_accuracy,brier_score,val_loss,val_binary_accuracy,val_brier_score
0,0.04042619998710087,0.6594801545143127,0.21557413041591644,0.023815776997556288,0.83203125,0.1313350349664688
1,0.022979494417086244,0.715895414352417,0.18891501426696777,0.016131551392997306,0.810546875,0.13884423673152924
2,0.020366866866914697,0.7576622366905212,0.17628785967826843,0.016945536714047194,0.8170573115348816,0.14068526029586792
3,0.018763437383593276,0.778245210647583,0.16863307356834412,0.018677814475571115,0.833984375,0.12894172966480255
4,0.017596794435611136,0.7905648946762085,0.16259512305259705,0.016097788310920198,0.8046875,0.15228082239627838
5,0.016956705492562972,0.798753023147583,0.15855297446250916,0.018247863743454218,0.841796875,0.11820938438177109
6,0.016004590675807916,0.8094200491905212,0.1506703794002533,0.015136735358585915,0.8157551884651184,0.1364203840494156
7,0.015167389324722955,0.8207632303237915,0.14469438791275024,0.018836718052625656,0.90234375,0.09667738527059555
8,0.014446296075430628,0.8315805196762085,0.13900820910930634,0.016525141584376495,0.857421875,0.10844576358795166
9,0.014161172963213176,0.8372145295143127,0.13492262363433838,0.020121174010758597,0.8502604365348816,0.11673397570848465
10,0.014015655198958345,0.8432992696762085,0.13366198539733887,0.01705925663312276,0.8587239384651184,0.11691161245107651
11,0.013456798060080754,0.8461538553237915,0.1306988149881363,0.018487469137956698,0.8880208134651184,0.1050737202167511
12,0.012901927863892455,0.8530648946762085,0.12572912871837616,0.01801126473583281,0.865234375,0.105877585709095
13,0.012026029907596799,0.861328125,0.12031693756580353,0.029635269893333316,0.912109375,0.07718580961227417
14,0.012082739845097352,0.8610276579856873,0.11857850849628448,0.019991337244088452,0.8919270634651184,0.09306826442480087
15,0.011913998065910373,0.8665114045143127,0.1161777600646019,0.021755449085806806,0.8756510615348816,0.09862955659627914
16,0.01155169132219341,0.869065523147583,0.11402976512908936,0.02846534918838491,0.8990885615348816,0.07874273508787155
17,0.010936296616609279,0.875901460647583,0.10788886994123459,0.025056353537365794,0.896484375,0.08493039757013321
18,0.010562088331565835,0.8790565133094788,0.10567069798707962,0.017702358930061262,0.8502604365348816,0.1160636842250824
19,0.01002073104833611,0.8897987008094788,0.1000586599111557,0.02340546017512679,0.875,0.09200435131788254
20,0.009335688543685067,0.8956580758094788,0.09659885615110397,0.029570142040029168,0.9186198115348816,0.07431221753358841
21,0.009309680035445266,0.8955078125,0.09339063614606857,0.021464468368018668,0.8658854365348816,0.10083741694688797
22,0.009086088846043613,0.9020432829856873,0.09161205589771271,0.026191180067447323,0.8951823115348816,0.08582320064306259
23,0.008744779298117815,0.9029446840286255,0.08797870576381683,0.026742514688521624,0.8919270634651184,0.07903791218996048
24,0.00861301329971936,0.9021183848381042,0.08847685158252716,0.031075902205581468,0.9055989384651184,0.0749405026435852
25,0.008396007451945199,0.9106069803237915,0.08323062211275101,0.03148927562870085,0.9075520634651184,0.07460993528366089
26,0.007806190197767977,0.9138371348381042,0.08100739121437073,0.02930704636188845,0.896484375,0.0861753448843956
27,0.008159029263949309,0.9106820821762085,0.08188565820455551,0.025510195254658658,0.8834635615348816,0.09467807412147522
28,0.007628354895412206,0.915940523147583,0.07838617265224457,0.03392042747388283,0.91015625,0.07808385789394379
29,0.006954108770094955,0.9275090098381042,0.07182927429676056,0.03716112541345259,0.9095051884651184,0.07385606318712234
30,0.006839350517391442,0.9245793223381042,0.07184069603681564,0.033375908698265754,0.9114583134651184,0.07012595236301422
31,0.006430257915501268,0.9314903616905212,0.06665695458650589,0.03279022375742594,0.8912760615348816,0.07632553577423096
32,0.006584475898237612,0.927809476852417,0.06781420111656189,0.0366440707196792,0.9095051884651184,0.07554423063993454
33,0.00640681765239256,0.9308143258094788,0.06683550775051117,0.0370676937357833,0.91796875,0.06426175683736801
34,0.0065850425945917284,0.9311147928237915,0.0665823221206665,0.03504944903155168,0.908203125,0.069586381316185
35,0.006111572649947798,0.9362229704856873,0.0632336437702179,0.03743188090932866,0.9114583134651184,0.06775326281785965
36,0.005705522995692893,0.9387770295143127,0.061706993728876114,0.034374002600088716,0.919921875,0.06294982880353928
37,0.005885562940070836,0.9399789571762085,0.060670312494039536,0.037207315443083644,0.9251301884651184,0.061607543379068375
38,0.005543338036379562,0.941481351852417,0.05893842875957489,0.03295361320488155,0.8971354365348816,0.07441136986017227
39,0.004873240359861834,0.9464393258094788,0.05467069149017334,0.03532945170688132,0.9192708134651184,0.06274998933076859
