,loss,binary_accuracy,brier_score,val_loss,val_binary_accuracy,val_brier_score
0,0.049847785990847195,0.6651947498321533,0.2151820808649063,0.03194228332975636,0.6390964388847351,0.22095032036304474
1,0.028331858753834083,0.7209012508392334,0.19190473854541779,0.030107248979418175,0.76171875,0.1698445975780487
2,0.025907955031194117,0.7520946264266968,0.18157461285591125,0.027531922815124624,0.792119562625885,0.15417754650115967
3,0.024273834211508864,0.7682857513427734,0.17557290196418762,0.026224301156142483,0.8057065010070801,0.15383756160736084
4,0.02253888977313603,0.7882699370384216,0.1661263406276703,0.02905100733851609,0.66185462474823,0.2100791484117508
5,0.021912567857382954,0.7937613129615784,0.16203102469444275,0.02621884763483768,0.7734375,0.164092555642128
6,0.020651605513378763,0.8021965622901917,0.15565833449363708,0.024827750055524317,0.84595787525177,0.13031207025051117
7,0.019852480992836798,0.8170289993286133,0.14905036985874176,0.025440376211443672,0.8413723111152649,0.1363508254289627
8,0.019176558550933132,0.8252377510070801,0.1461908519268036,0.024759003993771646,0.77394700050354,0.15867885947227478
9,0.01856712509027642,0.827785313129425,0.14161622524261475,0.025531429513964966,0.8335598111152649,0.12900374829769135
10,0.01831432616851036,0.8331634998321533,0.13873517513275146,0.02554760551404046,0.828125,0.13688330352306366
11,0.01742269963943872,0.8430706262588501,0.13411962985992432,0.025387399951400963,0.831691563129425,0.13346563279628754
12,0.017019834430159433,0.8472599387168884,0.13016735017299652,0.02522198479298664,0.7462635636329651,0.17227129638195038
13,0.016828715274839298,0.851902186870575,0.12865892052650452,0.029106789106584114,0.874150812625885,0.11171282827854156
14,0.016352356296788523,0.856827437877655,0.12538623809814453,0.025733803378661043,0.8028193116188049,0.14410269260406494
15,0.015698883007617966,0.8626018762588501,0.12182780355215073,0.025294388502674257,0.8221806883811951,0.13416384160518646
16,0.015058914044251045,0.8673007488250732,0.11686597019433975,0.028366895574752405,0.83644700050354,0.12775100767612457
17,0.014703457263986702,0.870754063129425,0.11478782445192337,0.02680225139888732,0.8338994383811951,0.1306833028793335
18,0.014265949993083874,0.8734148740768433,0.11019255220890045,0.028379138721072155,0.8503736257553101,0.11891831457614899
19,0.01352240871368111,0.8807178735733032,0.1062893196940422,0.027993820951846632,0.836786687374115,0.12344209104776382
20,0.01347760131339664,0.8783401250839233,0.10651679337024689,0.02966562435840783,0.864639937877655,0.11020413786172867
21,0.013024174213490409,0.8860393762588501,0.10214468091726303,0.03384801295950361,0.87839674949646,0.09758088737726212
22,0.01270252204351667,0.8889832496643066,0.09961684048175812,0.026038250703688547,0.7866848111152649,0.14878492057323456
23,0.011879492267642332,0.8974184989929199,0.09434344619512558,0.03338067498786942,0.875339686870575,0.10004245489835739
24,0.01184855928927984,0.8986073136329651,0.09416592121124268,0.031285588811759066,0.8274456262588501,0.1242566704750061
25,0.011325916464346043,0.9016078114509583,0.09061167389154434,0.03225579912490819,0.876358687877655,0.09735096246004105
26,0.011301155212213811,0.9039855003356934,0.08864184468984604,0.028171420259320217,0.831691563129425,0.12392245978116989
27,0.010981004583932783,0.9059669375419617,0.08744024485349655,0.033472358390850866,0.8709239363670349,0.10044240206480026
28,0.010483013337774984,0.9120810627937317,0.08309774845838547,0.034262548544970545,0.8768681883811951,0.09541567414999008
29,0.0105313029329198,0.9102128744125366,0.08361205458641052,0.03315247959740784,0.8643002510070801,0.11005716025829315
30,0.009547658001437136,0.9195538759231567,0.07817640155553818,0.0389196108824209,0.876358687877655,0.10110154002904892
31,0.009579686663936878,0.9183650612831116,0.07842323184013367,0.036313698708039265,0.8770380616188049,0.09693841636180878
32,0.009733685285554848,0.9184216260910034,0.0772109180688858,0.03864087577423324,0.8894361257553101,0.08887388557195663
33,0.009023295104692595,0.9245923757553101,0.07348132878541946,0.037495483664552805,0.88332200050354,0.09165900945663452
34,0.00873006851432602,0.9258944988250732,0.07138082385063171,0.047167846953253385,0.90794837474823,0.07727378606796265
